descriptor_ui,replication_count,nodes
D004499,3,"node_1,node_10,node_5"
D004500,3,"node_1,node_10,node_5"
D004501,3,"node_1,node_10,node_5"
D004502,3,"node_1,node_10,node_5"
D004503,3,"node_1,node_10,node_5"
D004504,3,"node_1,node_10,node_5"
D004505,3,"node_1,node_10,node_7"
D004506,3,"node_1,node_10,node_5"
D004507,3,"node_1,node_10,node_5"
D004508,3,"node_1,node_10,node_5"
D004509,3,"node_1,node_10,node_5"
D004510,3,"node_1,node_10,node_5"
D004511,3,"node_1,node_10,node_5"
D004512,3,"node_1,node_10,node_5"
D004513,3,"node_1,node_10,node_5"
D004514,3,"node_1,node_10,node_5"
D004515,3,"node_1,node_10,node_7"
D004516,3,"node_1,node_10,node_7"
D004517,3,"node_1,node_10,node_5"
D004518,3,"node_1,node_10,node_5"
D004519,3,"node_1,node_10,node_7"
D004520,3,"node_1,node_10,node_5"
D004521,3,"node_1,node_10,node_5"
D004522,3,"node_6,node_7,node_8"
D004524,3,"node_10,node_5,node_6"
D004525,3,"node_1,node_5,node_6"
D004526,5,"node_1,node_10,node_5,node_7,node_8"
D004527,3,"node_2,node_6,node_7"
D004528,3,"node_1,node_10,node_6"
D004529,5,"node_1,node_2,node_5,node_6,node_8"
D004530,5,"node_1,node_2,node_5,node_6,node_8"
D004531,5,"node_1,node_2,node_5,node_6,node_8"
D004532,4,"node_1,node_10,node_5,node_8"
D004533,4,"node_2,node_5,node_7,node_8"
D004534,3,"node_2,node_5,node_7"
D004535,7,"node_1,node_10,node_2,node_5,node_6,node_7,node_8"
D004536,4,"node_10,node_2,node_6,node_7"
D004537,3,"node_10,node_2,node_6"
D004538,3,"node_1,node_10,node_2"
D004539,3,"node_10,node_6,node_7"
D004540,4,"node_2,node_5,node_6,node_7"
D004541,3,"node_1,node_10,node_5"
D004542,3,"node_1,node_5,node_8"
D004543,3,"node_1,node_10,node_7"
D004544,3,"node_2,node_5,node_7"
D004546,3,"node_2,node_6,node_7"
D004547,3,"node_1,node_7,node_8"
D004548,3,"node_1,node_2,node_8"
D004549,3,"node_2,node_6,node_7"
D004550,3,"node_1,node_10,node_6"
D004551,3,"node_1,node_2,node_5"
D004552,3,"node_1,node_10,node_5"
D004553,3,"node_1,node_5,node_8"
D004554,3,"node_1,node_2,node_8"
D004555,3,"node_10,node_5,node_6"
D004556,3,"node_1,node_10,node_2"
D004557,3,"node_1,node_10,node_6"
D004558,3,"node_1,node_6,node_8"
D004559,3,"node_1,node_7,node_8"
D004560,3,"node_1,node_5,node_8"
D004561,6,"node_1,node_10,node_2,node_6,node_7,node_8"
D004562,3,"node_1,node_6,node_8"
D004563,3,"node_5,node_7,node_8"
D004564,5,"node_1,node_10,node_5,node_7,node_8"
D004565,4,"node_1,node_10,node_2,node_7"
D004566,3,"node_1,node_7,node_8"
D004567,4,"node_1,node_5,node_7,node_8"
D004568,3,"node_1,node_6,node_8"
D004569,3,"node_1,node_6,node_8"
D004570,3,"node_1,node_10,node_2"
D004571,3,"node_1,node_6,node_8"
D004572,3,"node_1,node_5,node_8"
D004573,3,"node_2,node_5,node_6"
D004574,3,"node_1,node_5,node_8"
D004576,3,"node_1,node_6,node_8"
D004577,4,"node_1,node_10,node_6,node_8"
D004578,3,"node_1,node_6,node_8"
D004579,4,"node_1,node_6,node_7,node_8"
D004580,3,"node_1,node_10,node_7"
D004581,3,"node_6,node_7,node_8"
D004582,3,"node_6,node_7,node_8"
D004583,4,"node_1,node_10,node_5,node_8"
D004584,3,"node_1,node_6,node_8"
D004585,3,"node_1,node_6,node_8"
D004586,4,"node_1,node_5,node_6,node_8"
D004587,4,"node_1,node_5,node_6,node_8"
D004588,4,"node_1,node_5,node_6,node_8"
D004589,4,"node_1,node_5,node_6,node_8"
D004590,4,"node_1,node_5,node_6,node_8"
D004591,4,"node_1,node_5,node_6,node_8"
D004592,4,"node_1,node_5,node_6,node_8"
D004593,3,"node_10,node_5,node_6"
D004594,3,"node_5,node_7,node_8"
D004595,3,"node_1,node_5,node_8"
D004596,3,"node_1,node_6,node_8"
D004597,5,"node_1,node_10,node_6,node_7,node_8"
D004598,3,"node_1,node_10,node_8"
D004599,4,"node_1,node_2,node_6,node_8"
D004600,3,"node_2,node_6,node_7"
D004601,3,"node_1,node_10,node_8"
D004602,3,"node_2,node_6,node_7"
D004603,4,"node_2,node_5,node_6,node_7"
D004604,3,"node_1,node_10,node_5"
D004605,3,"node_1,node_10,node_5"
D004606,3,"node_10,node_5,node_6"
D004607,3,"node_2,node_6,node_8"
D004608,3,"node_5,node_7,node_8"
D004609,3,"node_1,node_5,node_8"
D004610,4,"node_1,node_10,node_2,node_8"
D004611,4,"node_1,node_2,node_7,node_8"
D004612,3,"node_1,node_10,node_6"
D004613,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004614,3,"node_1,node_6,node_8"
D004615,3,"node_1,node_10,node_5"
D004616,3,"node_5,node_6,node_8"
D004617,3,"node_1,node_10,node_7"
D004618,3,"node_1,node_10,node_7"
D004619,5,"node_1,node_10,node_2,node_7,node_8"
D004620,3,"node_1,node_10,node_7"
D004621,4,"node_1,node_5,node_6,node_8"
D004622,3,"node_1,node_6,node_7"
D004624,3,"node_1,node_2,node_8"
D004625,5,"node_1,node_10,node_2,node_5,node_6"
D004626,3,"node_5,node_7,node_8"
D004627,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004628,3,"node_1,node_2,node_6"
D004629,3,"node_2,node_5,node_8"
D004630,5,"node_1,node_2,node_5,node_7,node_8"
D004631,3,"node_5,node_7,node_8"
D004632,3,"node_5,node_7,node_8"
D004633,3,"node_1,node_5,node_8"
D004634,5,"node_10,node_2,node_5,node_7,node_8"
D004635,3,"node_10,node_6,node_7"
D004636,4,"node_5,node_6,node_7,node_8"
D004637,6,"node_1,node_10,node_2,node_5,node_7,node_8"
D004638,3,"node_1,node_2,node_8"
D004639,3,"node_2,node_6,node_7"
D004640,4,"node_1,node_2,node_7,node_8"
D004641,6,"node_1,node_10,node_5,node_6,node_7,node_8"
D004642,6,"node_1,node_10,node_2,node_6,node_7,node_8"
D004643,3,"node_2,node_6,node_7"
D004644,3,"node_1,node_5,node_8"
D004645,3,"node_1,node_5,node_8"
D004646,3,"node_1,node_2,node_8"
D004647,3,"node_5,node_7,node_8"
D004648,3,"node_5,node_7,node_8"
D004649,3,"node_5,node_7,node_8"
D004650,3,"node_5,node_7,node_8"
D004651,3,"node_6,node_7,node_8"
D004652,5,"node_1,node_10,node_5,node_6,node_8"
D004653,5,"node_1,node_10,node_2,node_5,node_8"
D004654,7,"node_1,node_10,node_2,node_5,node_6,node_7,node_8"
D004655,4,"node_10,node_2,node_5,node_6"
D004656,3,"node_2,node_6,node_7"
D004658,3,"node_1,node_2,node_7"
D004659,6,"node_10,node_2,node_5,node_6,node_7,node_8"
D004660,3,"node_1,node_5,node_8"
D004663,3,"node_10,node_2,node_6"
D004664,3,"node_10,node_2,node_6"
D004665,3,"node_10,node_2,node_6"
D004666,3,"node_10,node_2,node_6"
D004667,3,"node_10,node_2,node_6"
D004668,3,"node_10,node_2,node_6"
D004669,3,"node_10,node_2,node_6"
D004670,4,"node_1,node_10,node_5,node_8"
D004671,4,"node_1,node_10,node_5,node_8"
D004672,4,"node_1,node_10,node_5,node_8"
D004673,5,"node_1,node_2,node_5,node_6,node_8"
D004674,4,"node_1,node_10,node_5,node_8"
D004675,4,"node_1,node_10,node_5,node_8"
D004676,3,"node_2,node_6,node_7"
D004677,5,"node_1,node_10,node_2,node_5,node_8"
D004678,3,"node_1,node_5,node_8"
D004679,4,"node_1,node_10,node_5,node_8"
D004680,3,"node_10,node_2,node_6"
D004681,5,"node_1,node_2,node_5,node_6,node_8"
D004682,4,"node_1,node_10,node_5,node_7"
D004683,4,"node_1,node_10,node_5,node_8"
D004684,4,"node_1,node_5,node_6,node_8"
D004685,4,"node_1,node_10,node_5,node_8"
D004686,3,"node_10,node_2,node_6"
D004687,3,"node_1,node_10,node_2"
D004688,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004690,3,"node_1,node_5,node_8"
D004691,3,"node_1,node_10,node_5"
D004692,3,"node_1,node_10,node_7"
D004693,3,"node_2,node_5,node_7"
D004694,3,"node_1,node_10,node_5"
D004695,3,"node_1,node_10,node_5"
D004696,3,"node_1,node_10,node_5"
D004697,5,"node_1,node_10,node_2,node_5,node_6"
D004698,5,"node_1,node_10,node_2,node_5,node_6"
D004699,3,"node_1,node_10,node_5"
D004700,3,"node_1,node_10,node_2"
D004701,3,"node_1,node_10,node_6"
D004702,3,"node_1,node_5,node_6"
D004703,3,"node_1,node_5,node_6"
D004704,5,"node_10,node_5,node_6,node_7,node_8"
D004705,3,"node_1,node_10,node_2"
D004706,3,"node_2,node_5,node_7"
D004707,3,"node_1,node_6,node_7"
D004708,4,"node_1,node_10,node_2,node_7"
D004709,3,"node_1,node_10,node_6"
D004710,3,"node_1,node_7,node_8"
D004711,3,"node_1,node_10,node_7"
D004712,3,"node_1,node_10,node_7"
D004713,4,"node_1,node_10,node_5,node_7"
D004714,4,"node_1,node_6,node_7,node_8"
D004715,4,"node_1,node_6,node_7,node_8"
D004716,4,"node_1,node_6,node_7,node_8"
D004717,3,"node_1,node_10,node_7"
D004718,3,"node_10,node_5,node_6"
D004719,3,"node_1,node_10,node_5"
D004720,3,"node_2,node_5,node_7"
D004721,3,"node_1,node_7,node_8"
D004722,3,"node_2,node_5,node_7"
D004723,3,"node_2,node_6,node_7"
D004724,5,"node_1,node_10,node_2,node_6,node_8"
D004725,3,"node_10,node_2,node_5"
D004726,3,"node_1,node_2,node_8"
D004727,3,"node_1,node_7,node_8"
D004728,4,"node_1,node_10,node_7,node_8"
D004729,3,"node_1,node_7,node_8"
D004730,5,"node_1,node_10,node_5,node_7,node_8"
D004731,3,"node_2,node_6,node_7"
D004732,3,"node_10,node_2,node_8"
D004733,3,"node_1,node_5,node_8"
D004734,3,"node_1,node_6,node_8"
D004735,4,"node_1,node_2,node_7,node_8"
D004736,3,"node_5,node_7,node_8"
D004737,3,"node_2,node_7,node_8"
D004738,3,"node_2,node_5,node_8"
D004739,3,"node_2,node_6,node_7"
D004740,3,"node_10,node_5,node_7"
D004741,3,"node_5,node_6,node_8"
D004742,4,"node_1,node_5,node_7,node_8"
D004743,3,"node_2,node_6,node_7"
D004744,3,"node_2,node_6,node_7"
D004745,3,"node_2,node_6,node_7"
D004746,3,"node_2,node_5,node_7"
D004747,3,"node_1,node_10,node_6"
D004748,3,"node_1,node_10,node_6"
D004749,3,"node_1,node_10,node_5"
D004750,4,"node_1,node_10,node_6,node_8"
D004751,3,"node_1,node_10,node_7"
D004752,3,"node_10,node_2,node_6"
D004753,4,"node_1,node_10,node_5,node_7"
D004754,4,"node_10,node_2,node_6,node_7"
D004755,4,"node_10,node_2,node_6,node_7"
D004756,3,"node_1,node_10,node_6"
D004757,3,"node_10,node_5,node_6"
D004758,4,"node_1,node_2,node_6,node_7"
D004759,6,"node_1,node_10,node_5,node_6,node_7,node_8"
D004760,3,"node_1,node_10,node_7"
D004761,4,"node_1,node_10,node_6,node_7"
D004763,3,"node_2,node_5,node_7"
D004764,3,"node_1,node_6,node_8"
D004765,3,"node_2,node_5,node_7"
D004766,3,"node_1,node_10,node_2"
D004767,4,"node_1,node_10,node_2,node_6"
D004768,3,"node_2,node_6,node_7"
D004769,3,"node_1,node_10,node_5"
D004770,3,"node_10,node_2,node_6"
D004771,3,"node_10,node_2,node_6"
D004772,3,"node_5,node_7,node_8"
D004773,3,"node_10,node_5,node_6"
D004774,3,"node_1,node_10,node_2"
D004775,7,"node_1,node_10,node_2,node_5,node_6,node_7,node_8"
D004776,4,"node_1,node_2,node_6,node_7"
D004777,4,"node_1,node_5,node_7,node_8"
D004778,3,"node_5,node_7,node_8"
D004779,6,"node_1,node_10,node_5,node_6,node_7,node_8"
D004780,3,"node_5,node_7,node_8"
D004781,3,"node_5,node_7,node_8"
D004782,3,"node_10,node_6,node_7"
D004783,3,"node_5,node_7,node_8"
D004784,3,"node_5,node_7,node_8"
D004785,3,"node_1,node_2,node_6"
D004786,3,"node_1,node_2,node_6"
D004787,3,"node_5,node_7,node_8"
D004789,4,"node_1,node_2,node_7,node_8"
D004790,3,"node_1,node_2,node_8"
D004791,3,"node_2,node_6,node_7"
D004792,4,"node_2,node_5,node_6,node_7"
D004793,3,"node_2,node_6,node_7"
D004794,3,"node_1,node_2,node_8"
D004795,4,"node_1,node_10,node_7,node_8"
D004796,4,"node_1,node_2,node_6,node_8"
D004797,4,"node_1,node_2,node_6,node_8"
D004798,3,"node_2,node_5,node_7"
D004800,4,"node_2,node_5,node_6,node_7"
D004801,5,"node_1,node_10,node_2,node_6,node_8"
D004802,3,"node_1,node_10,node_6"
D004803,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004804,5,"node_1,node_2,node_5,node_7,node_8"
D004805,5,"node_1,node_2,node_5,node_6,node_8"
D004806,3,"node_1,node_10,node_5"
D004809,3,"node_2,node_5,node_8"
D004810,4,"node_1,node_10,node_2,node_5"
D004811,3,"node_2,node_7,node_8"
D004812,4,"node_1,node_5,node_7,node_8"
D004813,3,"node_10,node_6,node_7"
D004814,3,"node_1,node_10,node_5"
D004815,4,"node_2,node_5,node_6,node_7"
D004817,5,"node_1,node_2,node_6,node_7,node_8"
D004818,3,"node_1,node_10,node_7"
D004819,5,"node_1,node_10,node_2,node_5,node_8"
D004820,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004821,3,"node_10,node_5,node_6"
D004822,3,"node_1,node_10,node_7"
D004823,3,"node_1,node_6,node_8"
D004824,3,"node_1,node_2,node_5"
D004825,4,"node_1,node_2,node_5,node_7"
D004826,4,"node_1,node_10,node_5,node_6"
D004827,3,"node_1,node_5,node_8"
D004828,3,"node_1,node_5,node_8"
D004829,3,"node_1,node_5,node_8"
D004830,3,"node_1,node_5,node_8"
D004831,3,"node_1,node_5,node_8"
D004832,3,"node_1,node_5,node_8"
D004833,3,"node_1,node_5,node_8"
D004834,5,"node_1,node_10,node_2,node_5,node_8"
D004836,3,"node_2,node_6,node_7"
D004837,4,"node_10,node_2,node_5,node_8"
D004838,3,"node_1,node_2,node_5"
D004839,3,"node_1,node_10,node_2"
D004840,3,"node_10,node_2,node_8"
D004841,3,"node_1,node_10,node_6"
D004842,7,"node_1,node_10,node_2,node_5,node_6,node_7,node_8"
D004843,3,"node_1,node_2,node_8"
D004844,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004845,4,"node_2,node_5,node_6,node_7"
D004846,3,"node_1,node_2,node_7"
D004847,3,"node_1,node_7,node_8"
D004848,3,"node_1,node_7,node_8"
D004849,4,"node_1,node_2,node_5,node_8"
D004850,3,"node_1,node_2,node_8"
D004851,3,"node_2,node_5,node_7"
D004852,3,"node_2,node_7,node_8"
D004853,5,"node_2,node_5,node_6,node_7,node_8"
D004854,4,"node_10,node_2,node_5,node_6"
D004855,4,"node_2,node_5,node_6,node_7"
D004856,5,"node_1,node_10,node_2,node_5,node_8"
D004857,4,"node_2,node_5,node_6,node_7"
D004858,3,"node_10,node_5,node_6"
D004859,4,"node_1,node_10,node_5,node_6"
D004860,3,"node_10,node_2,node_6"
D004861,3,"node_10,node_5,node_6"
D004863,4,"node_1,node_10,node_5,node_6"
D004864,3,"node_1,node_5,node_8"
D004865,3,"node_1,node_6,node_8"
D004866,3,"node_5,node_7,node_8"
D004867,3,"node_1,node_5,node_8"
D004868,3,"node_1,node_7,node_8"
D004869,3,"node_1,node_5,node_8"
D004870,3,"node_2,node_6,node_7"
D004871,4,"node_2,node_5,node_6,node_7"
D004872,3,"node_2,node_6,node_7"
D004873,4,"node_1,node_2,node_7,node_8"
D004874,4,"node_1,node_2,node_7,node_8"
D004875,3,"node_2,node_6,node_7"
D004876,3,"node_2,node_7,node_8"
D004877,4,"node_1,node_2,node_7,node_8"
D004878,4,"node_1,node_2,node_7,node_8"
D004879,4,"node_1,node_2,node_7,node_8"
D004880,5,"node_1,node_2,node_6,node_7,node_8"
D004881,3,"node_1,node_10,node_2"
D004882,4,"node_1,node_5,node_6,node_8"
D004883,3,"node_10,node_2,node_6"
D004884,3,"node_1,node_6,node_8"
D004885,4,"node_10,node_2,node_6,node_7"
D004886,6,"node_1,node_10,node_2,node_6,node_7,node_8"
D004887,3,"node_1,node_10,node_6"
D004888,4,"node_10,node_2,node_6,node_7"
D004889,4,"node_1,node_10,node_2,node_6"
D004890,4,"node_1,node_2,node_6,node_8"
D004891,7,"node_1,node_10,node_2,node_5,node_6,node_7,node_8"
D004892,3,"node_1,node_2,node_8"
D004893,5,"node_1,node_10,node_2,node_7,node_8"
D004894,6,"node_1,node_10,node_2,node_6,node_7,node_8"
D004895,3,"node_1,node_10,node_6"
D004896,4,"node_2,node_5,node_7,node_8"
D004897,5,"node_10,node_2,node_5,node_7,node_8"
D004899,6,"node_1,node_10,node_5,node_6,node_7,node_8"
D004900,3,"node_1,node_5,node_8"
D004901,3,"node_10,node_5,node_6"
D004902,3,"node_2,node_6,node_7"
D004903,5,"node_1,node_2,node_5,node_6,node_8"
D004905,7,"node_1,node_10,node_2,node_5,node_6,node_7,node_8"
D004906,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004907,3,"node_1,node_2,node_5"
D004908,5,"node_1,node_2,node_5,node_7,node_8"
D004909,5,"node_1,node_2,node_5,node_6,node_8"
D004910,5,"node_1,node_2,node_5,node_7,node_8"
D004911,4,"node_1,node_2,node_5,node_6"
D004912,4,"node_1,node_2,node_5,node_8"
D004913,4,"node_1,node_2,node_5,node_8"
D004915,4,"node_1,node_10,node_5,node_6"
D004916,3,"node_1,node_10,node_7"
D004917,3,"node_2,node_7,node_8"
D004918,3,"node_2,node_7,node_8"
D004919,3,"node_1,node_10,node_7"
D004920,4,"node_1,node_10,node_2,node_5"
D004921,4,"node_2,node_6,node_7,node_8"
D004923,5,"node_1,node_10,node_2,node_6,node_8"
D004924,5,"node_1,node_2,node_5,node_7,node_8"
D004925,4,"node_10,node_2,node_6,node_7"
D004926,4,"node_10,node_2,node_6,node_7"
D004927,3,"node_1,node_10,node_6"
D004928,4,"node_10,node_2,node_5,node_8"
D004929,5,"node_1,node_10,node_2,node_5,node_8"
D004930,4,"node_2,node_5,node_6,node_8"
D004931,3,"node_1,node_10,node_7"
D004932,4,"node_1,node_10,node_5,node_7"
D004933,4,"node_1,node_10,node_5,node_7"
D004934,4,"node_1,node_10,node_5,node_7"
D004935,3,"node_1,node_10,node_7"
D004936,5,"node_1,node_10,node_2,node_7,node_8"
D004937,5,"node_1,node_10,node_2,node_7,node_8"
D004938,4,"node_1,node_10,node_6,node_7"
D004939,4,"node_1,node_10,node_2,node_7"
D004940,3,"node_1,node_10,node_7"
D004941,3,"node_1,node_10,node_7"
D004942,3,"node_1,node_10,node_7"
D004943,3,"node_1,node_7,node_8"
D004944,3,"node_1,node_10,node_2"
D004945,5,"node_1,node_10,node_2,node_6,node_8"
D004946,3,"node_1,node_10,node_2"
D004947,3,"node_1,node_7,node_8"
D004948,4,"node_1,node_10,node_6,node_8"
D004949,3,"node_1,node_2,node_8"
D004950,3,"node_2,node_5,node_7"
D004951,5,"node_1,node_2,node_6,node_7,node_8"
D004952,3,"node_2,node_7,node_8"
D004953,4,"node_2,node_5,node_6,node_7"
D004954,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D004955,3,"node_1,node_10,node_6"
D004956,4,"node_1,node_2,node_7,node_8"
D004957,3,"node_2,node_6,node_7"
D004958,4,"node_2,node_5,node_6,node_7"
D004960,3,"node_2,node_5,node_7"
D004961,5,"node_10,node_2,node_6,node_7,node_8"
D004962,3,"node_2,node_6,node_7"
D004963,3,"node_2,node_6,node_7"
D004964,4,"node_2,node_5,node_6,node_7"
D004965,5,"node_1,node_2,node_5,node_6,node_7"
D004966,3,"node_2,node_5,node_7"
D004967,3,"node_2,node_6,node_7"
D004968,3,"node_2,node_6,node_7"
D004970,4,"node_2,node_5,node_6,node_7"
D004971,3,"node_1,node_5,node_8"
D004972,3,"node_1,node_2,node_8"
D004973,4,"node_1,node_2,node_5,node_8"
D004974,4,"node_1,node_10,node_2,node_8"
D004975,3,"node_1,node_2,node_8"
D004976,3,"node_2,node_7,node_8"
D004977,3,"node_2,node_5,node_8"
D004978,3,"node_2,node_5,node_8"
D004979,4,"node_1,node_10,node_2,node_8"
D004980,3,"node_10,node_2,node_8"
D004981,3,"node_2,node_5,node_7"
D004982,3,"node_2,node_5,node_7"
D004983,3,"node_2,node_5,node_8"
D004984,3,"node_2,node_5,node_8"
D004985,5,"node_1,node_10,node_2,node_6,node_8"
D004986,3,"node_2,node_7,node_8"
D004987,3,"node_2,node_7,node_8"
D004988,5,"node_1,node_2,node_6,node_7,node_8"
D004989,4,"node_5,node_6,node_7,node_8"
D004990,4,"node_5,node_6,node_7,node_8"
D004991,4,"node_5,node_6,node_7,node_8"
D004992,4,"node_5,node_6,node_7,node_8"
D004993,4,"node_5,node_6,node_7,node_8"
D004994,4,"node_5,node_6,node_7,node_8"
D004995,4,"node_5,node_6,node_7,node_8"
D004996,3,"node_1,node_2,node_8"
D004997,4,"node_2,node_5,node_6,node_7"
D004998,3,"node_10,node_2,node_6"
D004999,4,"node_1,node_2,node_5,node_8"
D005000,4,"node_1,node_10,node_2,node_8"
D005001,5,"node_1,node_2,node_6,node_7,node_8"
D005002,3,"node_2,node_5,node_7"
D005003,3,"node_2,node_6,node_7"
D005004,3,"node_1,node_2,node_5"
D005005,3,"node_1,node_2,node_7"
D005006,5,"node_2,node_5,node_6,node_7,node_8"
D005007,3,"node_1,node_10,node_5"
D005008,3,"node_1,node_10,node_6"
D005009,3,"node_2,node_7,node_8"
D005010,3,"node_1,node_10,node_6"
D005011,4,"node_10,node_2,node_7,node_8"
D005013,3,"node_10,node_2,node_8"
D005015,3,"node_1,node_2,node_8"
D005016,5,"node_1,node_10,node_2,node_7,node_8"
D005017,4,"node_1,node_10,node_2,node_8"
D005018,3,"node_10,node_2,node_8"
D005019,3,"node_2,node_7,node_8"
D005020,4,"node_1,node_10,node_2,node_8"
D005021,3,"node_2,node_5,node_8"
D005022,3,"node_10,node_2,node_8"
D005023,3,"node_2,node_5,node_8"
D005025,3,"node_10,node_2,node_8"
D005026,3,"node_2,node_5,node_8"
D005027,3,"node_2,node_7,node_8"
D005028,4,"node_1,node_2,node_7,node_8"
D005029,3,"node_2,node_5,node_8"
D005030,3,"node_10,node_2,node_8"
D005031,4,"node_10,node_2,node_7,node_8"
D005032,3,"node_2,node_6,node_7"
D005033,4,"node_10,node_2,node_7,node_8"
D005034,3,"node_2,node_5,node_8"
D005035,3,"node_2,node_5,node_8"
D005036,6,"node_1,node_2,node_5,node_6,node_7,node_8"
D005037,3,"node_2,node_5,node_7"
D005038,4,"node_10,node_2,node_7,node_8"
D005039,3,"node_2,node_5,node_8"
D005040,3,"node_2,node_6,node_7"
D005041,4,"node_2,node_5,node_7,node_8"
D005042,3,"node_10,node_2,node_8"
D005043,4,"node_2,node_5,node_6,node_7"
D005044,5,"node_1,node_10,node_2,node_6,node_8"
D005045,3,"node_10,node_2,node_8"
D005047,6,"node_1,node_10,node_2,node_5,node_6,node_8"
D005048,6,"node_1,node_2,node_5,node_6,node_7,node_8"
D005050,5,"node_1,node_10,node_2,node_6,node_8"
D005051,4,"node_10,node_2,node_6,node_7"
D005052,3,"node_1,node_10,node_6"
D005053,3,"node_5,node_6,node_8"
D005054,4,"node_10,node_2,node_7,node_8"
D005055,3,"node_10,node_6,node_7"
D005056,3,"node_10,node_6,node_7"
D005057,3,"node_1,node_10,node_8"
D005058,3,"node_1,node_10,node_5"
D005059,3,"node_1,node_5,node_8"
D005060,3,"node_2,node_6,node_7"
D005061,3,"node_2,node_6,node_7"
D005062,3,"node_1,node_10,node_8"
D005063,4,"node_2,node_5,node_6,node_7"
D005064,3,"node_1,node_10,node_7"
D005065,6,"node_1,node_10,node_2,node_5,node_7,node_8"
D005066,5,"node_1,node_2,node_5,node_7,node_8"
D005067,3,"node_1,node_10,node_7"
D005068,3,"node_1,node_5,node_8"
D005069,5,"node_1,node_2,node_5,node_7,node_8"
D005070,5,"node_1,node_10,node_2,node_6,node_8"
D005071,3,"node_1,node_2,node_8"
D005072,4,"node_1,node_2,node_5,node_8"
D005073,3,"node_1,node_2,node_8"
D005074,3,"node_1,node_2,node_8"
D005075,3,"node_1,node_7,node_8"
D005076,3,"node_1,node_2,node_8"
D005077,5,"node_1,node_10,node_2,node_5,node_8"
D005078,3,"node_1,node_5,node_8"
D005079,3,"node_10,node_2,node_6"
D005080,4,"node_1,node_2,node_6,node_8"
D005081,4,"node_1,node_2,node_6,node_8"
D005082,3,"node_1,node_2,node_8"
D005083,3,"node_2,node_6,node_7"
D005084,3,"node_1,node_10,node_7"
D005085,4,"node_1,node_2,node_5,node_8"
D005086,5,"node_1,node_10,node_5,node_6,node_8"
D005087,3,"node_2,node_5,node_7"
D005088,3,"node_1,node_5,node_8"
D005089,3,"node_1,node_10,node_5"
D005090,3,"node_2,node_5,node_7"
D005091,3,"node_1,node_5,node_8"
D005092,3,"node_2,node_5,node_7"
D005093,3,"node_10,node_5,node_6"
D005094,3,"node_1,node_10,node_7"
D005095,3,"node_2,node_5,node_7"
D005096,3,"node_1,node_10,node_2"
D005097,5,"node_1,node_10,node_2,node_5,node_6"
D005098,3,"node_2,node_6,node_7"
D005099,4,"node_1,node_10,node_6,node_8"
D005100,3,"node_2,node_6,node_7"
D005101,3,"node_1,node_2,node_8"
D005102,4,"node_10,node_6,node_7,node_8"
D005103,3,"node_1,node_5,node_8"
D005104,4,"node_1,node_10,node_5,node_7"
D005105,5,"node_1,node_2,node_5,node_6,node_8"
D005106,4,"node_1,node_2,node_5,node_8"
D005107,3,"node_5,node_7,node_8"
D005108,3,"node_1,node_10,node_2"
D005109,3,"node_1,node_7,node_8"
D005110,4,"node_1,node_5,node_7,node_8"
D005111,3,"node_1,node_6,node_8"
D005112,3,"node_1,node_10,node_7"
D005113,3,"node_1,node_10,node_6"
D005114,3,"node_1,node_5,node_8"
D005115,3,"node_1,node_10,node_6"
D005116,4,"node_1,node_2,node_5,node_6"
D005117,5,"node_1,node_10,node_2,node_5,node_8"
D005118,3,"node_1,node_5,node_8"
D005119,5,"node_1,node_10,node_2,node_7,node_8"
D005120,4,"node_1,node_10,node_5,node_8"
D005121,3,"node_1,node_10,node_6"
D005122,3,"node_1,node_6,node_8"
D005123,4,"node_1,node_10,node_5,node_7"
D005124,4,"node_1,node_10,node_5,node_6"
D005125,3,"node_6,node_7,node_8"
D005126,5,"node_1,node_10,node_2,node_5,node_8"
D005127,4,"node_1,node_6,node_7,node_8"
D005128,3,"node_1,node_10,node_2"
D005129,5,"node_1,node_10,node_2,node_5,node_8"
D005130,5,"node_1,node_10,node_2,node_6,node_8"
D005131,6,"node_1,node_10,node_2,node_5,node_7,node_8"
D005132,5,"node_1,node_10,node_2,node_6,node_8"
D005133,3,"node_1,node_2,node_8"
D005134,4,"node_1,node_10,node_5,node_6"
D005135,5,"node_1,node_2,node_5,node_6,node_8"
D005136,3,"node_2,node_6,node_7"
D005137,3,"node_1,node_5,node_8"
D005138,4,"node_1,node_10,node_2,node_5"
D005139,3,"node_1,node_2,node_8"
D005140,5,"node_1,node_10,node_2,node_5,node_7"
D005141,3,"node_1,node_10,node_2"
D005142,5,"node_1,node_10,node_2,node_5,node_6"
D005143,4,"node_1,node_10,node_5,node_7"
D005144,3,"node_1,node_5,node_8"
D005145,3,"node_1,node_10,node_5"
D005146,3,"node_1,node_2,node_8"
D005147,3,"node_1,node_2,node_5"
D005148,3,"node_1,node_2,node_8"
D005149,4,"node_1,node_5,node_6,node_8"
