title_id,replication_count,nodes
tt15888674,3,"node_3,node_4,node_6"
tt9598718,2,"node_3,node_6"
tt2216588,3,"node_3,node_6,node_9"
tt11114200,3,"node_1,node_3,node_6"
tt15846220,3,"node_3,node_6,node_7"
tt1844912,2,"node_1,node_6"
tt0825109,3,"node_1,node_2,node_6"
tt0689971,3,"node_1,node_2,node_6"
tt4323360,3,"node_2,node_4,node_6"
tt7971914,2,"node_3,node_9"
tt0644825,2,"node_6,node_9"
tt22890268,3,"node_4,node_6,node_9"
tt15977410,3,"node_4,node_6,node_9"
tt28357500,3,"node_1,node_6,node_9"
tt29356486,2,"node_5,node_7"
tt39229663,2,"node_4,node_6"
tt3202232,3,"node_3,node_4,node_6"
tt14627732,3,"node_5,node_6,node_7"
tt1835004,3,"node_1,node_3,node_6"
tt9178468,3,"node_3,node_6,node_8"
tt5855928,3,"node_3,node_4,node_5"
tt11890042,3,"node_1,node_3,node_6"
tt4895136,3,"node_1,node_5,node_6"
tt1536386,3,"node_1,node_10,node_6"
tt3682696,3,"node_3,node_6,node_9"
tt8562692,3,"node_1,node_6,node_9"
tt3414626,3,"node_10,node_4,node_5"
tt22084248,3,"node_4,node_5,node_7"
tt5648716,3,"node_3,node_5,node_9"
tt20124566,3,"node_3,node_4,node_6"
tt4510154,3,"node_1,node_10,node_3"
tt41323285,2,"node_3,node_6"
tt6085092,3,"node_1,node_3,node_6"
tt30768919,3,"node_3,node_6,node_8"
tt7542064,3,"node_3,node_6,node_7"
tt30120740,2,"node_4,node_6"
tt0329834,3,"node_2,node_7,node_9"
tt12609656,3,"node_10,node_4,node_6"
tt11284420,2,"node_3,node_6"
tt32062105,2,"node_4,node_6"
tt3494082,2,"node_3,node_6"
tt2831906,3,"node_4,node_6,node_9"
tt8190856,3,"node_1,node_3,node_6"
tt26456172,3,"node_1,node_4,node_6"
tt4743104,3,"node_3,node_6,node_9"
tt5963836,2,"node_2,node_6"
tt22016274,3,"node_1,node_4,node_6"
tt0880814,3,"node_1,node_6,node_7"
tt43689884,3,"node_1,node_4,node_6"
tt2729790,3,"node_3,node_5,node_6"
tt10931696,3,"node_2,node_3,node_6"
tt1580135,3,"node_2,node_6,node_7"
tt0077834,2,"node_4,node_9"
tt2378341,3,"node_1,node_2,node_8"
tt19869688,3,"node_2,node_4,node_6"
tt13195538,3,"node_1,node_4,node_6"
tt36456267,3,"node_1,node_3,node_6"
tt10613778,3,"node_3,node_6,node_8"
tt7088888,3,"node_1,node_3,node_6"
tt21819574,3,"node_1,node_4,node_6"
tt8976486,2,"node_10,node_4"
tt31769679,2,"node_4,node_6"
tt35679148,3,"node_5,node_6,node_8"
tt3605294,3,"node_3,node_6,node_8"
tt13790586,2,"node_5,node_6"
tt29330266,3,"node_10,node_3,node_6"
tt2541386,3,"node_4,node_5,node_6"
tt2171075,3,"node_10,node_4,node_6"
