fragment_1,fragment_2,overlap_size,node_1,node_2,same_node
top_category_A,subbranch_code_E05.242,1,node_1,node_2,False
top_category_A,subbranch_code_E05.481,1,node_1,node_8,False
top_category_A,subbranch_code_E07.305,1,node_1,node_5,False
top_category_A,subbranch_code_E07.695,1,node_1,node_10,False
top_category_A,subbranch_code_E07.862,9,node_1,node_9,False
top_category_A,subbranch_code_G03.500,1,node_1,node_4,False
top_category_A,subbranch_code_G04.144,1,node_1,node_1,True
top_category_A,subbranch_code_G05.113,1,node_1,node_4,False
top_category_A,subbranch_code_G05.360,67,node_1,node_6,False
top_category_A,subbranch_code_G05.365,4,node_1,node_7,False
top_category_A,subbranch_code_G06.120,2,node_1,node_2,False
top_category_A,subbranch_code_G06.920,2,node_1,node_4,False
top_category_A,subbranch_code_G07.203,13,node_1,node_4,False
top_category_A,subbranch_code_G07.345,5,node_1,node_9,False
top_category_A,subbranch_code_G16.762,1,node_1,node_7,False
top_category_A,subbranch_code_J01.637,2,node_1,node_7,False
top_category_A,subbranch_code_J02.200,6,node_1,node_5,False
top_category_A,subbranch_code_J02.350,3,node_1,node_6,False
top_category_A,subbranch_code_J02.500,13,node_1,node_7,False
top_category_B,branch_code_A11,10,node_2,node_7,False
top_category_B,branch_code_A18,3,node_2,node_4,False
top_category_B,branch_code_A19,2,node_2,node_5,False
top_category_B,branch_code_B01,2455,node_2,node_8,False
top_category_B,branch_code_B02,60,node_2,node_9,False
top_category_B,branch_code_B03,859,node_2,node_10,False
top_category_B,branch_code_B04,560,node_2,node_1,False
top_category_B,branch_code_B05,44,node_2,node_2,True
top_category_B,branch_code_G02,1,node_2,node_4,False
top_category_B,branch_code_G05,1,node_2,node_7,False
top_category_B,branch_code_G06,1,node_2,node_8,False
top_category_B,branch_code_G07,16,node_2,node_9,False
top_category_B,branch_code_G12,1,node_2,node_4,False
top_category_B,branch_code_G16,4,node_2,node_8,False
top_category_B,branch_code_J02,5,node_2,node_6,False
top_category_B,branch_code_N06,3,node_2,node_6,False
top_category_B,subbranch_code_A11.868,1,node_2,node_1,False
top_category_B,subbranch_code_A11.870,9,node_2,node_2,True
top_category_B,subbranch_code_A18.024,1,node_2,node_7,False
top_category_B,subbranch_code_A18.400,1,node_2,node_8,False
top_category_B,subbranch_code_A18.550,1,node_2,node_10,False
top_category_B,subbranch_code_A19.374,1,node_2,node_4,False
top_category_B,subbranch_code_A19.690,1,node_2,node_7,False
top_category_B,subbranch_code_B01,1,node_2,node_5,False
top_category_B,subbranch_code_B01.043,61,node_2,node_6,False
top_category_B,subbranch_code_B01.046,27,node_2,node_7,False
top_category_B,subbranch_code_B01.050,836,node_2,node_8,False
top_category_B,subbranch_code_B01.175,1,node_2,node_9,False
top_category_B,subbranch_code_B01.206,1,node_2,node_10,False
top_category_B,subbranch_code_B01.237,3,node_2,node_1,False
top_category_B,subbranch_code_B01.268,27,node_2,node_2,True
top_category_B,subbranch_code_B01.300,214,node_2,node_3,False
top_category_B,subbranch_code_B01.350,2,node_2,node_4,False
top_category_B,subbranch_code_B01.400,1,node_2,node_5,False
top_category_B,subbranch_code_B01.500,2,node_2,node_6,False
top_category_B,subbranch_code_B01.625,1,node_2,node_7,False
top_category_B,subbranch_code_B01.630,8,node_2,node_8,False
top_category_B,subbranch_code_B01.650,14,node_2,node_9,False
top_category_B,subbranch_code_B01.675,1,node_2,node_10,False
top_category_B,subbranch_code_B01.680,5,node_2,node_1,False
top_category_B,subbranch_code_B01.715,7,node_2,node_2,True
top_category_B,subbranch_code_B01.750,21,node_2,node_3,False
top_category_B,subbranch_code_B01.875,1222,node_2,node_4,False
top_category_B,subbranch_code_B02,1,node_2,node_5,False
top_category_B,subbranch_code_B02.075,16,node_2,node_6,False
top_category_B,subbranch_code_B02.200,42,node_2,node_7,False
top_category_B,subbranch_code_B02.600,1,node_2,node_8,False
top_category_B,subbranch_code_B03,1,node_2,node_9,False
top_category_B,subbranch_code_B03.026,1,node_2,node_10,False
top_category_B,subbranch_code_B03.054,1,node_2,node_1,False
top_category_B,subbranch_code_B03.110,3,node_2,node_2,True
top_category_B,subbranch_code_B03.120,1,node_2,node_3,False
top_category_B,subbranch_code_B03.130,1,node_2,node_4,False
top_category_B,subbranch_code_B03.135,1,node_2,node_5,False
top_category_B,subbranch_code_B03.250,2,node_2,node_6,False
top_category_B,subbranch_code_B03.275,3,node_2,node_7,False
top_category_B,subbranch_code_B03.280,24,node_2,node_8,False
top_category_B,subbranch_code_B03.300,83,node_2,node_9,False
top_category_B,subbranch_code_B03.353,164,node_2,node_10,False
top_category_B,subbranch_code_B03.370,7,node_2,node_1,False
top_category_B,subbranch_code_B03.440,521,node_2,node_2,True
top_category_B,subbranch_code_B03.510,246,node_2,node_3,False
top_category_B,subbranch_code_B03.585,23,node_2,node_4,False
top_category_B,subbranch_code_B03.660,418,node_2,node_5,False
top_category_B,subbranch_code_B03.851,18,node_2,node_6,False
top_category_B,subbranch_code_B03.900,10,node_2,node_7,False
top_category_B,subbranch_code_B04,1,node_2,node_8,False
top_category_B,subbranch_code_B04.080,1,node_2,node_9,False
top_category_B,subbranch_code_B04.100,7,node_2,node_10,False
top_category_B,subbranch_code_B04.123,42,node_2,node_1,False
top_category_B,subbranch_code_B04.265,12,node_2,node_2,True
top_category_B,subbranch_code_B04.280,182,node_2,node_3,False
top_category_B,subbranch_code_B04.352,1,node_2,node_4,False
top_category_B,subbranch_code_B04.423,1,node_2,node_5,False
top_category_B,subbranch_code_B04.450,17,node_2,node_6,False
top_category_B,subbranch_code_B04.525,13,node_2,node_7,False
top_category_B,subbranch_code_B04.613,83,node_2,node_8,False
top_category_B,subbranch_code_B04.700,1,node_2,node_9,False
top_category_B,subbranch_code_B04.715,47,node_2,node_10,False
top_category_B,subbranch_code_B04.725,1,node_2,node_1,False
top_category_B,subbranch_code_B04.800,1,node_2,node_2,True
top_category_B,subbranch_code_B04.820,344,node_2,node_3,False
top_category_B,subbranch_code_B04.956,1,node_2,node_4,False
top_category_B,subbranch_code_B04.970,4,node_2,node_5,False
top_category_B,subbranch_code_B05,1,node_2,node_6,False
top_category_B,subbranch_code_B05.080,10,node_2,node_7,False
top_category_B,subbranch_code_B05.110,3,node_2,node_8,False
top_category_B,subbranch_code_B05.155,1,node_2,node_9,False
top_category_B,subbranch_code_B05.200,3,node_2,node_10,False
top_category_B,subbranch_code_B05.237,1,node_2,node_1,False
top_category_B,subbranch_code_B05.256,1,node_2,node_2,True
top_category_B,subbranch_code_B05.275,1,node_2,node_3,False
top_category_B,subbranch_code_B05.350,1,node_2,node_4,False
top_category_B,subbranch_code_B05.500,11,node_2,node_5,False
top_category_B,subbranch_code_B05.525,1,node_2,node_6,False
top_category_B,subbranch_code_B05.550,1,node_2,node_7,False
top_category_B,subbranch_code_B05.620,4,node_2,node_8,False
top_category_B,subbranch_code_B05.698,1,node_2,node_9,False
top_category_B,subbranch_code_B05.775,9,node_2,node_10,False
top_category_B,subbranch_code_G02.111,1,node_2,node_10,False
top_category_B,subbranch_code_G05.360,1,node_2,node_6,False
top_category_B,subbranch_code_G06.591,1,node_2,node_1,False
top_category_B,subbranch_code_G07.203,5,node_2,node_4,False
top_category_B,subbranch_code_G07.345,11,node_2,node_9,False
top_category_B,subbranch_code_G12.470,1,node_2,node_6,False
top_category_B,subbranch_code_G16.500,4,node_2,node_7,False
top_category_B,subbranch_code_J02.500,5,node_2,node_7,False
top_category_B,subbranch_code_N06.230,3,node_2,node_5,False
