descriptor_ui,replication_count,nodes
D024342,3,"node_3,node_4,node_5"
D024343,3,"node_3,node_7,node_8"
D024361,3,"node_3,node_4,node_5"
D024362,3,"node_3,node_4,node_5"
D024363,2,"node_6,node_7"
D024382,3,"node_2,node_6,node_9"
D024401,3,"node_1,node_2,node_4"
D024402,3,"node_1,node_2,node_4"
D024403,3,"node_1,node_2,node_4"
D024404,3,"node_1,node_2,node_4"
D024405,3,"node_1,node_3,node_6"
D024422,3,"node_1,node_2,node_4"
D024442,3,"node_1,node_2,node_4"
D024443,3,"node_1,node_2,node_4"
D024461,5,"node_1,node_10,node_2,node_4,node_5"
D024462,5,"node_1,node_10,node_2,node_4,node_5"
D024482,5,"node_4,node_5,node_7,node_8,node_9"
D024483,5,"node_4,node_5,node_7,node_8,node_9"
D024501,5,"node_1,node_10,node_2,node_4,node_5"
D024502,4,"node_4,node_7,node_8,node_9"
D024503,4,"node_4,node_7,node_8,node_9"
D024504,4,"node_4,node_7,node_8,node_9"
D024505,4,"node_4,node_7,node_8,node_9"
D024506,2,"node_6,node_7"
D024507,5,"node_1,node_10,node_2,node_4,node_5"
D024508,4,"node_4,node_7,node_8,node_9"
D024509,2,"node_6,node_7"
D024510,4,"node_3,node_5,node_7,node_9"
D024521,3,"node_1,node_3,node_9"
D024522,2,"node_6,node_7"
D024541,2,"node_2,node_8"
D024561,2,"node_2,node_8"
D024581,3,"node_1,node_2,node_4"
D024601,3,"node_1,node_2,node_4"
D024602,3,"node_1,node_2,node_4"
D024642,2,"node_4,node_5"
D024661,2,"node_4,node_5"
D024681,2,"node_4,node_5"
D024682,2,"node_4,node_5"
D024683,2,"node_4,node_5"
D024701,5,"node_1,node_10,node_2,node_4,node_5"
D024721,4,"node_10,node_4,node_6,node_7"
D024722,5,"node_1,node_10,node_2,node_4,node_5"
D024723,5,"node_1,node_10,node_2,node_4,node_5"
D024741,4,"node_3,node_5,node_8,node_9"
D024742,3,"node_10,node_4,node_7"
D024743,5,"node_1,node_10,node_2,node_4,node_5"
D024744,5,"node_1,node_10,node_2,node_4,node_5"
D024745,5,"node_1,node_10,node_2,node_4,node_5"
D024761,3,"node_10,node_4,node_7"
D024763,3,"node_3,node_5,node_9"
D024764,3,"node_1,node_3,node_5"
D024801,3,"node_10,node_2,node_3"
D024802,6,"node_2,node_4,node_5,node_6,node_8,node_9"
D024803,5,"node_10,node_2,node_5,node_6,node_9"
D024821,3,"node_3,node_4,node_7"
D024841,3,"node_4,node_8,node_9"
D024861,6,"node_10,node_2,node_3,node_5,node_6,node_9"
D024862,3,"node_1,node_3,node_7"
D024881,5,"node_1,node_4,node_7,node_8,node_9"
D024882,4,"node_4,node_7,node_8,node_9"
D024901,5,"node_1,node_4,node_7,node_8,node_9"
D024921,4,"node_4,node_7,node_8,node_9"
D024941,3,"node_1,node_2,node_4"
D024981,3,"node_1,node_2,node_4"
D024982,3,"node_1,node_2,node_4"
D025001,3,"node_1,node_2,node_4"
D025002,3,"node_1,node_2,node_4"
D025021,2,"node_7,node_9"
D025041,3,"node_1,node_6,node_9"
D025042,7,"node_1,node_2,node_3,node_4,node_5,node_7,node_9"
D025061,2,"node_2,node_8"
D025062,3,"node_2,node_3,node_8"
D025063,4,"node_3,node_5,node_6,node_8"
D025064,4,"node_3,node_5,node_6,node_8"
D025065,3,"node_10,node_2,node_6"
D025101,3,"node_4,node_7,node_8"
D025102,5,"node_1,node_10,node_2,node_4,node_5"
D025121,5,"node_1,node_10,node_2,node_4,node_5"
D025141,4,"node_4,node_7,node_8,node_9"
D025181,3,"node_1,node_2,node_4"
D025202,6,"node_10,node_2,node_3,node_5,node_6,node_9"
D025203,3,"node_1,node_2,node_4"
D025221,3,"node_1,node_2,node_4"
D025222,4,"node_1,node_2,node_4,node_5"
D025241,4,"node_1,node_3,node_5,node_8"
D025242,4,"node_1,node_3,node_5,node_8"
D025243,4,"node_1,node_2,node_4,node_5"
D025261,4,"node_1,node_2,node_4,node_5"
D025262,4,"node_1,node_2,node_4,node_5"
D025282,3,"node_1,node_5,node_6"
D025301,3,"node_1,node_5,node_6"
D025321,2,"node_1,node_5"
D025341,3,"node_10,node_5,node_6"
D025361,3,"node_4,node_5,node_9"
D025362,3,"node_4,node_5,node_9"
D025363,4,"node_10,node_2,node_5,node_6"
D025364,3,"node_4,node_5,node_9"
D025381,3,"node_4,node_5,node_9"
D025382,3,"node_4,node_5,node_9"
D025401,3,"node_10,node_2,node_5"
D025441,4,"node_4,node_5,node_8,node_9"
D025442,4,"node_4,node_5,node_8,node_9"
D025443,4,"node_4,node_5,node_8,node_9"
D025461,3,"node_10,node_7,node_9"
D025481,3,"node_1,node_2,node_4"
D025501,3,"node_1,node_2,node_4"
D025502,3,"node_1,node_2,node_4"
D025521,2,"node_4,node_5"
D025522,3,"node_1,node_2,node_3"
D025523,3,"node_1,node_2,node_3"
D025541,2,"node_4,node_5"
D025542,2,"node_4,node_5"
D025543,3,"node_1,node_2,node_3"
D025561,3,"node_1,node_2,node_3"
D025581,2,"node_4,node_5"
D025601,3,"node_10,node_4,node_5"
D025602,2,"node_4,node_5"
D025603,2,"node_4,node_5"
D025604,2,"node_4,node_5"
D025622,2,"node_1,node_2"
D025641,2,"node_1,node_2"
D025662,3,"node_1,node_2,node_3"
D025681,3,"node_1,node_2,node_3"
D025682,5,"node_1,node_10,node_2,node_3,node_5"
D025701,3,"node_1,node_2,node_3"
D025721,2,"node_4,node_5"
D025722,4,"node_1,node_2,node_3,node_7"
D025741,2,"node_4,node_5"
D025742,2,"node_4,node_5"
D025743,2,"node_4,node_5"
D025761,3,"node_4,node_5,node_9"
D025762,3,"node_4,node_5,node_9"
D025763,3,"node_4,node_5,node_9"
D025764,2,"node_4,node_5"
D025765,2,"node_4,node_5"
D025781,3,"node_1,node_2,node_4"
D025782,3,"node_1,node_2,node_4"
D025801,2,"node_4,node_5"
D025802,2,"node_3,node_7"
D025803,2,"node_4,node_5"
D025821,2,"node_4,node_5"
D025822,2,"node_4,node_5"
D025841,2,"node_4,node_5"
D025842,2,"node_4,node_5"
D025861,4,"node_3,node_4,node_5,node_8"
D025881,3,"node_1,node_2,node_3"
D025901,3,"node_1,node_2,node_4"
D025921,3,"node_1,node_2,node_3"
D025922,3,"node_1,node_2,node_3"
D025924,2,"node_5,node_6"
D025941,3,"node_4,node_5,node_6"
D025942,3,"node_10,node_3,node_4"
D025961,3,"node_1,node_2,node_3"
D025962,7,"node_1,node_10,node_3,node_5,node_6,node_7,node_9"
D025981,3,"node_3,node_5,node_7"
D026002,3,"node_1,node_2,node_3"
D026021,4,"node_1,node_2,node_3,node_8"
D026023,4,"node_4,node_5,node_7,node_8"
D026082,4,"node_2,node_4,node_6,node_7"
D026121,4,"node_4,node_5,node_8,node_9"
D026122,5,"node_1,node_2,node_4,node_5,node_8"
D026141,4,"node_4,node_7,node_8,node_9"
D026161,2,"node_4,node_5"
D026201,4,"node_3,node_4,node_5,node_7"
D026241,3,"node_3,node_5,node_7"
D026261,2,"node_4,node_5"
D026281,2,"node_4,node_5"
D026301,4,"node_3,node_4,node_5,node_7"
D026302,5,"node_3,node_4,node_5,node_7,node_9"
D026321,3,"node_2,node_4,node_8"
D026323,3,"node_2,node_4,node_8"
D026324,3,"node_2,node_4,node_8"
D026341,2,"node_4,node_5"
D026342,2,"node_4,node_5"
D026361,5,"node_1,node_2,node_4,node_6,node_7"
D026362,2,"node_4,node_5"
D026403,4,"node_1,node_10,node_4,node_7"
D026421,3,"node_3,node_4,node_5"
D026422,5,"node_1,node_10,node_4,node_5,node_7"
D026423,6,"node_1,node_10,node_3,node_4,node_5,node_7"
D026441,3,"node_3,node_4,node_5"
D026443,3,"node_3,node_4,node_5"
D026461,6,"node_1,node_3,node_4,node_6,node_8,node_9"
D026481,4,"node_4,node_5,node_6,node_7"
D026501,4,"node_4,node_5,node_6,node_7"
D026502,2,"node_4,node_5"
D026503,2,"node_4,node_5"
D026541,2,"node_4,node_8"
D026561,3,"node_4,node_5,node_8"
D026563,3,"node_4,node_5,node_8"
D026581,3,"node_3,node_4,node_5"
D026601,3,"node_1,node_2,node_4"
D026602,5,"node_1,node_2,node_3,node_4,node_7"
D026603,3,"node_3,node_4,node_5"
D026661,3,"node_2,node_4,node_5"
D026681,3,"node_3,node_5,node_7"
D026683,3,"node_3,node_4,node_6"
D026684,9,"node_1,node_10,node_2,node_3,node_4,node_5,node_6,node_8,node_9"
D026686,5,"node_1,node_4,node_5,node_8,node_9"
D026688,5,"node_1,node_4,node_5,node_8,node_9"
D026689,5,"node_1,node_4,node_5,node_8,node_9"
D026690,5,"node_1,node_4,node_5,node_8,node_9"
D026706,3,"node_2,node_6,node_9"
D026712,3,"node_1,node_5,node_8"
D026721,4,"node_10,node_4,node_5,node_7"
D026723,4,"node_10,node_4,node_5,node_7"
D026724,5,"node_1,node_4,node_5,node_8,node_9"
D026741,3,"node_3,node_5,node_7"
D026761,2,"node_1,node_8"
D026762,4,"node_1,node_10,node_2,node_3"
D026781,3,"node_2,node_4,node_8"
D026801,3,"node_10,node_4,node_7"
D026822,8,"node_1,node_10,node_3,node_4,node_5,node_6,node_8,node_9"
D026861,2,"node_2,node_8"
D026862,2,"node_2,node_8"
D026863,2,"node_2,node_8"
D026864,2,"node_2,node_8"
D026881,3,"node_1,node_7,node_8"
D026882,3,"node_3,node_4,node_5"
D026901,2,"node_4,node_5"
D026902,3,"node_1,node_10,node_4"
D026905,2,"node_4,node_5"
D026921,2,"node_4,node_5"
D026922,2,"node_4,node_5"
D026923,2,"node_4,node_5"
D026924,2,"node_4,node_5"
D026941,3,"node_1,node_10,node_4"
D026942,3,"node_1,node_2,node_4"
D026962,2,"node_4,node_5"
D026982,3,"node_2,node_4,node_8"
D027003,3,"node_2,node_4,node_8"
D027041,4,"node_4,node_5,node_7,node_8"
D027042,3,"node_1,node_6,node_7"
D027062,2,"node_4,node_5"
D027081,4,"node_1,node_2,node_4,node_5"
D027101,4,"node_1,node_2,node_4,node_5"
D027161,5,"node_1,node_2,node_4,node_7,node_9"
D027182,2,"node_4,node_5"
D027201,2,"node_4,node_5"
D027202,2,"node_4,node_5"
D027241,2,"node_4,node_5"
D027261,2,"node_4,node_5"
D027282,2,"node_4,node_5"
D027283,2,"node_4,node_5"
D027301,2,"node_4,node_5"
D027321,2,"node_4,node_5"
D027322,2,"node_4,node_5"
D027341,2,"node_4,node_5"
D027342,2,"node_4,node_5"
D027343,4,"node_1,node_4,node_7,node_8"
D027361,2,"node_4,node_5"
D027362,2,"node_4,node_5"
D027381,2,"node_4,node_5"
D027382,4,"node_1,node_2,node_3,node_8"
D027383,4,"node_1,node_2,node_3,node_8"
D027384,4,"node_1,node_2,node_4,node_5"
D027421,3,"node_2,node_4,node_8"
D027422,3,"node_2,node_4,node_8"
D027423,3,"node_2,node_4,node_8"
D027424,3,"node_2,node_4,node_8"
D027425,2,"node_4,node_5"
D027441,3,"node_2,node_4,node_8"
D027442,3,"node_2,node_4,node_8"
D027443,3,"node_2,node_4,node_8"
D027444,3,"node_2,node_4,node_8"
D027461,3,"node_2,node_4,node_8"
D027462,3,"node_2,node_4,node_8"
D027463,3,"node_2,node_4,node_8"
D027464,3,"node_2,node_4,node_8"
D027465,3,"node_2,node_4,node_8"
D027466,3,"node_2,node_4,node_8"
D027467,3,"node_2,node_4,node_8"
D027468,3,"node_2,node_4,node_8"
D027481,3,"node_2,node_4,node_8"
D027501,2,"node_4,node_5"
D027521,3,"node_2,node_4,node_8"
D027522,3,"node_2,node_4,node_8"
D027523,3,"node_2,node_4,node_8"
D027541,3,"node_2,node_4,node_8"
D027542,3,"node_2,node_4,node_8"
D027543,3,"node_2,node_4,node_8"
D027544,3,"node_2,node_4,node_8"
D027561,3,"node_2,node_4,node_8"
D027581,3,"node_2,node_4,node_8"
D027582,3,"node_2,node_4,node_8"
D027601,2,"node_10,node_3"
D027602,4,"node_10,node_4,node_6,node_7"
D027621,3,"node_2,node_4,node_8"
D027622,3,"node_2,node_4,node_8"
D027623,3,"node_2,node_4,node_8"
D027641,3,"node_3,node_4,node_5"
D027681,3,"node_3,node_4,node_5"
D027682,2,"node_4,node_5"
D027701,2,"node_4,node_5"
D027702,2,"node_4,node_5"
D027703,3,"node_2,node_4,node_8"
D027721,3,"node_2,node_4,node_8"
D027722,3,"node_2,node_4,node_8"
D027723,3,"node_2,node_4,node_8"
D027724,4,"node_3,node_5,node_6,node_9"
D027741,3,"node_2,node_4,node_8"
D027742,3,"node_2,node_4,node_8"
D027743,3,"node_2,node_4,node_8"
D027744,3,"node_2,node_4,node_8"
D027761,3,"node_2,node_4,node_8"
D027762,3,"node_2,node_4,node_8"
D027781,3,"node_2,node_4,node_8"
D027782,3,"node_2,node_4,node_8"
D027801,3,"node_2,node_4,node_8"
D027802,3,"node_2,node_4,node_8"
D027805,3,"node_2,node_4,node_8"
D027806,3,"node_2,node_4,node_8"
D027807,3,"node_2,node_4,node_8"
D027821,3,"node_2,node_4,node_8"
D027822,3,"node_2,node_4,node_8"
D027823,3,"node_2,node_4,node_8"
D027824,3,"node_2,node_4,node_8"
D027825,3,"node_2,node_4,node_8"
D027826,3,"node_2,node_4,node_8"
D027841,3,"node_2,node_4,node_8"
D027842,3,"node_2,node_4,node_8"
D027843,3,"node_2,node_4,node_8"
D027844,3,"node_2,node_4,node_8"
D027845,3,"node_2,node_4,node_8"
D027861,3,"node_2,node_4,node_8"
D027882,3,"node_2,node_4,node_8"
D027883,3,"node_2,node_4,node_8"
D027884,3,"node_2,node_4,node_8"
D027885,3,"node_2,node_4,node_8"
D027901,3,"node_2,node_4,node_8"
D027902,3,"node_2,node_4,node_8"
D027922,3,"node_2,node_4,node_8"
D027923,3,"node_2,node_4,node_8"
D027924,3,"node_2,node_4,node_8"
D027925,3,"node_2,node_4,node_8"
D027926,3,"node_2,node_4,node_8"
D027927,3,"node_2,node_4,node_8"
D027961,2,"node_4,node_5"
D027963,2,"node_4,node_5"
D027981,2,"node_4,node_5"
D027982,2,"node_4,node_5"
D027983,3,"node_2,node_4,node_8"
D028001,3,"node_2,node_4,node_8"
D028002,3,"node_2,node_4,node_8"
D028021,2,"node_4,node_5"
D028022,4,"node_3,node_5,node_6,node_8"
D028023,3,"node_2,node_4,node_8"
D028024,3,"node_2,node_4,node_8"
D028041,3,"node_2,node_4,node_8"
D028042,3,"node_2,node_4,node_8"
D028044,2,"node_4,node_5"
D028061,2,"node_4,node_5"
D028081,2,"node_4,node_5"
D028082,3,"node_2,node_4,node_8"
D028083,3,"node_2,node_4,node_8"
D028084,3,"node_2,node_4,node_8"
D028101,3,"node_2,node_4,node_8"
D028121,3,"node_1,node_2,node_3"
D028141,3,"node_2,node_4,node_8"
D028142,3,"node_2,node_4,node_8"
D028143,3,"node_2,node_4,node_8"
D028144,3,"node_2,node_4,node_8"
D028145,3,"node_2,node_4,node_8"
D028161,3,"node_2,node_4,node_8"
D028162,3,"node_2,node_4,node_8"
D028163,3,"node_2,node_4,node_8"
D028181,3,"node_2,node_4,node_8"
D028182,3,"node_2,node_4,node_8"
D028183,3,"node_2,node_4,node_8"
D028184,3,"node_2,node_4,node_8"
D028201,3,"node_2,node_4,node_8"
D028202,3,"node_2,node_4,node_8"
D028203,3,"node_2,node_4,node_8"
D028221,3,"node_2,node_4,node_8"
D028222,3,"node_2,node_4,node_8"
D028223,3,"node_2,node_4,node_8"
D028224,3,"node_2,node_4,node_8"
D028225,3,"node_2,node_4,node_8"
D028226,5,"node_3,node_4,node_5,node_7,node_8"
D028227,7,"node_10,node_2,node_3,node_4,node_5,node_7,node_8"
D028241,3,"node_2,node_4,node_8"
D028242,3,"node_2,node_4,node_8"
D028243,7,"node_1,node_10,node_3,node_4,node_5,node_7,node_8"
D028244,3,"node_2,node_4,node_8"
D028281,3,"node_2,node_4,node_8"
D028301,3,"node_1,node_2,node_3"
D028321,3,"node_4,node_7,node_8"
D028322,6,"node_1,node_3,node_4,node_5,node_6,node_7"
D028323,3,"node_1,node_2,node_3"
D028341,6,"node_1,node_3,node_4,node_5,node_6,node_7"
D028361,3,"node_3,node_4,node_7"
D028381,3,"node_1,node_2,node_3"
D028382,3,"node_1,node_2,node_3"
D028421,2,"node_4,node_9"
D028441,2,"node_4,node_9"
D028461,3,"node_2,node_4,node_8"
D028462,3,"node_2,node_4,node_8"
D028463,3,"node_2,node_4,node_8"
D028464,3,"node_2,node_4,node_8"
D028481,3,"node_2,node_4,node_8"
D028482,3,"node_2,node_4,node_8"
D028483,3,"node_2,node_4,node_8"
D028501,3,"node_2,node_4,node_8"
D028502,3,"node_2,node_4,node_8"
D028503,3,"node_2,node_4,node_8"
D028521,3,"node_2,node_4,node_8"
D028522,3,"node_2,node_4,node_8"
D028523,3,"node_2,node_4,node_8"
D028524,3,"node_2,node_4,node_8"
D028526,3,"node_2,node_4,node_8"
D028527,3,"node_2,node_4,node_8"
D028528,3,"node_2,node_4,node_8"
D028529,3,"node_2,node_4,node_8"
D028561,3,"node_10,node_4,node_6"
D028581,4,"node_10,node_2,node_4,node_6"
D028601,5,"node_2,node_3,node_4,node_5,node_9"
D028642,3,"node_10,node_3,node_5"
D028661,5,"node_1,node_4,node_5,node_8,node_9"
D028662,5,"node_1,node_4,node_5,node_8,node_9"
D028663,5,"node_1,node_4,node_5,node_8,node_9"
D028681,6,"node_1,node_2,node_5,node_6,node_8,node_9"
D028683,3,"node_2,node_4,node_9"
D028701,5,"node_2,node_3,node_4,node_6,node_9"
D028722,6,"node_1,node_2,node_5,node_6,node_8,node_9"
D028723,5,"node_1,node_4,node_5,node_8,node_9"
D028725,3,"node_1,node_6,node_8"
D028741,6,"node_1,node_2,node_4,node_5,node_8,node_9"
D028743,5,"node_1,node_4,node_5,node_8,node_9"
D028744,6,"node_1,node_2,node_4,node_5,node_8,node_9"
D028761,4,"node_2,node_3,node_4,node_5"
D028781,5,"node_1,node_4,node_5,node_8,node_9"
D028861,2,"node_4,node_5"
D028884,2,"node_4,node_5"
D028901,2,"node_4,node_5"
D028921,5,"node_3,node_4,node_5,node_7,node_8"
D028922,5,"node_3,node_4,node_5,node_7,node_8"
D028941,3,"node_1,node_2,node_3"
D028961,2,"node_4,node_5"
D028962,3,"node_1,node_2,node_3"
D028981,3,"node_1,node_2,node_3"
D029001,5,"node_1,node_10,node_4,node_6,node_8"
D029002,3,"node_1,node_3,node_5"
D029021,4,"node_1,node_10,node_3,node_4"
D029022,3,"node_2,node_4,node_8"
D029023,3,"node_2,node_4,node_8"
D029024,3,"node_1,node_2,node_3"
D029041,3,"node_2,node_4,node_8"
D029042,3,"node_2,node_4,node_8"
D029043,3,"node_1,node_2,node_3"
D029044,3,"node_2,node_4,node_8"
D029045,3,"node_2,node_4,node_8"
D029061,3,"node_2,node_4,node_8"
D029062,3,"node_2,node_4,node_8"
D029063,3,"node_2,node_4,node_8"
D029064,3,"node_2,node_4,node_8"
D029065,3,"node_2,node_4,node_8"
D029068,3,"node_2,node_4,node_8"
D029069,3,"node_2,node_4,node_8"
D029082,3,"node_1,node_2,node_3"
D029101,3,"node_1,node_2,node_3"
D029121,3,"node_1,node_2,node_3"
D029122,3,"node_1,node_2,node_3"
D029141,3,"node_1,node_2,node_3"
D029142,3,"node_1,node_2,node_3"
D029161,4,"node_1,node_10,node_2,node_3"
D029181,5,"node_1,node_10,node_6,node_7,node_8"
D029201,3,"node_2,node_4,node_8"
D029221,3,"node_3,node_4,node_5"
D029222,3,"node_2,node_4,node_8"
D029223,4,"node_1,node_2,node_3,node_7"
D029241,9,"node_1,node_10,node_2,node_3,node_4,node_5,node_6,node_7,node_8"
D029242,9,"node_1,node_10,node_2,node_3,node_4,node_5,node_6,node_7,node_8"
D029261,3,"node_1,node_2,node_3"
D029262,3,"node_1,node_2,node_3"
D029263,3,"node_1,node_2,node_3"
D029281,3,"node_1,node_2,node_3"
D029282,4,"node_5,node_6,node_7,node_8"
D029301,3,"node_1,node_2,node_3"
D029321,3,"node_1,node_2,node_3"
D029322,3,"node_1,node_2,node_3"
D029341,3,"node_1,node_2,node_3"
D029342,3,"node_1,node_2,node_3"
D029362,2,"node_4,node_5"
D029363,2,"node_4,node_5"
D029364,4,"node_1,node_10,node_2,node_3"
D029365,2,"node_4,node_5"
D029381,4,"node_1,node_10,node_2,node_3"
D029382,2,"node_4,node_5"
D029383,4,"node_1,node_10,node_2,node_3"
D029401,3,"node_2,node_4,node_8"
D029402,3,"node_2,node_4,node_8"
D029403,3,"node_2,node_4,node_8"
D029404,4,"node_1,node_2,node_4,node_5"
D029405,3,"node_1,node_2,node_3"
D029406,4,"node_1,node_2,node_3,node_6"
D029407,3,"node_1,node_2,node_3"
D029421,3,"node_2,node_4,node_8"
D029422,3,"node_2,node_4,node_8"
D029424,4,"node_2,node_3,node_4,node_8"
D029441,3,"node_2,node_4,node_8"
D029461,6,"node_10,node_3,node_4,node_5,node_7,node_8"
D029481,6,"node_1,node_10,node_2,node_3,node_4,node_8"
D029482,3,"node_1,node_2,node_3"
D029501,3,"node_2,node_4,node_8"
D029502,4,"node_3,node_4,node_5,node_8"
D029503,4,"node_3,node_4,node_5,node_8"
D029521,3,"node_1,node_2,node_3"
D029522,3,"node_2,node_4,node_8"
D029523,3,"node_2,node_4,node_8"
D029524,3,"node_1,node_2,node_3"
D029525,3,"node_2,node_4,node_8"
D029541,3,"node_2,node_4,node_8"
D029542,3,"node_2,node_4,node_8"
D029543,2,"node_4,node_5"
D029544,3,"node_1,node_2,node_3"
D029561,3,"node_2,node_4,node_8"
D029562,3,"node_2,node_4,node_8"
D029563,2,"node_4,node_5"
D029581,3,"node_2,node_4,node_8"
D029582,3,"node_2,node_4,node_8"
D029583,3,"node_2,node_4,node_8"
D029584,2,"node_4,node_5"
D029585,3,"node_2,node_4,node_8"
D029586,3,"node_2,node_4,node_8"
D029587,3,"node_2,node_4,node_8"
D029588,3,"node_2,node_4,node_8"
D029589,2,"node_4,node_5"
D029590,3,"node_2,node_4,node_8"
D029592,3,"node_2,node_4,node_8"
D029593,4,"node_3,node_5,node_6,node_9"
D029594,3,"node_2,node_4,node_8"
D029595,3,"node_2,node_4,node_8"
D029596,3,"node_2,node_4,node_8"
D029597,5,"node_2,node_3,node_5,node_6,node_9"
D029598,3,"node_2,node_4,node_8"
D029601,3,"node_2,node_4,node_8"
D029602,3,"node_2,node_4,node_8"
D029603,3,"node_2,node_4,node_8"
D029604,3,"node_2,node_4,node_8"
D029605,3,"node_2,node_4,node_8"
D029606,3,"node_2,node_4,node_8"
D029607,2,"node_4,node_5"
D029608,3,"node_2,node_4,node_8"
D029621,3,"node_2,node_4,node_8"
D029622,3,"node_2,node_4,node_8"
D029623,3,"node_2,node_4,node_8"
D029624,3,"node_2,node_4,node_8"
D029625,3,"node_2,node_4,node_8"
D029626,3,"node_2,node_4,node_8"
D029627,3,"node_2,node_4,node_8"
D029628,3,"node_2,node_4,node_8"
D029630,3,"node_2,node_4,node_8"
D029631,3,"node_2,node_4,node_8"
D029632,3,"node_2,node_4,node_8"
D029633,3,"node_2,node_4,node_8"
D029641,3,"node_2,node_4,node_8"
D029642,3,"node_2,node_4,node_8"
D029644,3,"node_2,node_4,node_8"
D029645,3,"node_2,node_4,node_8"
D029646,3,"node_2,node_4,node_8"
D029647,3,"node_2,node_4,node_8"
D029648,3,"node_2,node_4,node_8"
D029649,3,"node_2,node_4,node_8"
D029650,3,"node_1,node_2,node_3"
D029661,3,"node_2,node_4,node_8"
D029662,3,"node_2,node_4,node_8"
D029663,3,"node_2,node_4,node_8"
D029681,2,"node_4,node_5"
D029682,3,"node_2,node_4,node_8"
D029683,3,"node_2,node_4,node_8"
D029684,3,"node_2,node_4,node_8"
D029685,3,"node_2,node_4,node_8"
D029686,3,"node_2,node_4,node_8"
D029687,3,"node_2,node_4,node_8"
D029688,3,"node_2,node_4,node_8"
D029701,2,"node_4,node_5"
D029702,2,"node_4,node_5"
D029721,2,"node_4,node_5"
D029741,3,"node_2,node_4,node_8"
D029742,2,"node_4,node_5"
D029743,3,"node_2,node_4,node_8"
D029744,3,"node_2,node_4,node_8"
D029745,3,"node_2,node_4,node_8"
D029746,3,"node_2,node_4,node_8"
D029747,3,"node_2,node_4,node_8"
D029748,3,"node_2,node_4,node_8"
D029749,3,"node_2,node_4,node_8"
D029750,3,"node_2,node_4,node_8"
D029751,3,"node_2,node_4,node_8"
D029752,3,"node_2,node_4,node_8"
D029753,3,"node_2,node_4,node_8"
D029754,3,"node_2,node_4,node_8"
D029755,3,"node_2,node_4,node_8"
D029756,3,"node_2,node_4,node_8"
D029757,3,"node_2,node_4,node_8"
D029758,3,"node_2,node_4,node_8"
D029759,3,"node_2,node_4,node_8"
D029760,3,"node_2,node_4,node_8"
D029761,3,"node_2,node_4,node_8"
D029762,3,"node_2,node_4,node_8"
D029763,3,"node_2,node_4,node_8"
D029764,3,"node_2,node_4,node_8"
D029765,3,"node_2,node_4,node_8"
D029766,3,"node_2,node_4,node_8"
D029767,3,"node_2,node_4,node_8"
D029768,3,"node_2,node_4,node_8"
D029769,3,"node_2,node_4,node_8"
D029770,3,"node_2,node_4,node_8"
D029771,3,"node_2,node_4,node_8"
D029772,3,"node_2,node_4,node_8"
D029773,3,"node_2,node_4,node_8"
D029774,3,"node_2,node_4,node_8"
D029775,3,"node_2,node_4,node_8"
D029776,3,"node_2,node_4,node_8"
D029777,3,"node_2,node_4,node_8"
D029778,3,"node_2,node_4,node_8"
D029779,3,"node_2,node_4,node_8"
D029780,3,"node_2,node_4,node_8"
D029781,3,"node_2,node_4,node_8"
D029782,3,"node_2,node_4,node_8"
D029783,3,"node_2,node_4,node_8"
D029784,3,"node_2,node_4,node_8"
D029785,3,"node_2,node_4,node_8"
D029786,3,"node_2,node_4,node_8"
D029787,3,"node_2,node_4,node_8"
D029788,3,"node_2,node_4,node_8"
D029789,3,"node_2,node_4,node_8"
D029790,3,"node_2,node_4,node_8"
D029791,3,"node_2,node_4,node_8"
D029792,3,"node_2,node_4,node_8"
D029793,3,"node_2,node_4,node_8"
D029794,3,"node_2,node_4,node_8"
D029795,3,"node_2,node_4,node_8"
D029796,3,"node_2,node_4,node_8"
D029797,3,"node_2,node_4,node_8"
D029798,3,"node_2,node_4,node_8"
D029799,3,"node_2,node_4,node_8"
D029800,3,"node_2,node_4,node_8"
D029801,3,"node_2,node_4,node_8"
D029802,3,"node_2,node_4,node_8"
D029803,3,"node_2,node_4,node_8"
D029821,3,"node_1,node_2,node_3"
D029822,3,"node_1,node_2,node_3"
D029842,3,"node_2,node_4,node_8"
D029843,3,"node_2,node_4,node_8"
D029845,2,"node_4,node_5"
D029846,3,"node_2,node_4,node_8"
D029861,3,"node_2,node_4,node_8"
D029862,3,"node_2,node_4,node_8"
D029863,3,"node_2,node_4,node_8"
D029864,3,"node_2,node_4,node_8"
D029865,3,"node_2,node_4,node_8"
D029866,3,"node_2,node_4,node_8"
D029867,2,"node_4,node_5"
D029881,3,"node_2,node_4,node_8"
D029882,3,"node_2,node_4,node_8"
D029883,3,"node_2,node_4,node_8"
D029884,3,"node_2,node_4,node_8"
D029901,3,"node_2,node_4,node_8"
D029902,3,"node_2,node_4,node_8"
D029903,3,"node_2,node_4,node_8"
D029904,3,"node_2,node_4,node_8"
D029905,3,"node_2,node_4,node_8"
D029906,3,"node_2,node_4,node_8"
D029907,3,"node_2,node_4,node_8"
D029908,3,"node_2,node_4,node_8"
D029909,3,"node_2,node_4,node_8"
D029910,3,"node_2,node_4,node_8"
D029911,3,"node_2,node_4,node_8"
D029912,3,"node_2,node_4,node_8"
D029921,3,"node_2,node_4,node_8"
D029941,2,"node_4,node_5"
D029961,2,"node_4,node_5"
D029962,3,"node_2,node_4,node_8"
D029963,3,"node_2,node_4,node_8"
