descriptor_ui,replication_count,nodes
D005963,5,"node_2,node_3,node_4,node_7,node_8"
D005964,3,"node_1,node_2,node_4"
D005965,5,"node_1,node_3,node_4,node_7,node_9"
D005966,3,"node_1,node_2,node_4"
D005967,2,"node_4,node_5"
D005968,3,"node_1,node_2,node_4"
D005969,3,"node_1,node_2,node_4"
D005970,3,"node_1,node_2,node_4"
D005971,3,"node_3,node_4,node_5"
D005972,3,"node_1,node_2,node_4"
D005973,3,"node_3,node_4,node_5"
D005974,3,"node_1,node_2,node_4"
D005975,3,"node_1,node_2,node_4"
D005976,2,"node_4,node_7"
D005977,3,"node_4,node_7,node_9"
D005978,2,"node_4,node_5"
D005979,4,"node_1,node_2,node_4,node_5"
D005980,3,"node_1,node_2,node_4"
D005981,3,"node_1,node_2,node_4"
D005982,3,"node_1,node_2,node_4"
D005983,2,"node_4,node_5"
D005984,3,"node_4,node_7,node_8"
D005985,3,"node_3,node_4,node_7"
D005986,2,"node_4,node_7"
D005987,3,"node_1,node_2,node_4"
D005988,5,"node_1,node_3,node_4,node_7,node_9"
D005989,2,"node_1,node_4"
D005990,5,"node_2,node_3,node_4,node_6,node_7"
D005991,3,"node_1,node_2,node_4"
D005992,3,"node_1,node_2,node_4"
D005993,3,"node_1,node_2,node_4"
D005994,6,"node_2,node_3,node_4,node_6,node_7,node_8"
D005995,4,"node_4,node_5,node_6,node_7"
D005996,3,"node_10,node_4,node_7"
D005997,6,"node_2,node_3,node_4,node_6,node_7,node_8"
D005998,3,"node_3,node_4,node_5"
D005999,4,"node_3,node_4,node_5,node_9"
D006000,4,"node_3,node_4,node_5,node_9"
D006001,3,"node_3,node_4,node_7"
D006002,4,"node_3,node_4,node_5,node_9"
D006003,4,"node_1,node_10,node_3,node_4"
D006004,3,"node_1,node_2,node_4"
D006005,3,"node_1,node_2,node_4"
D006006,3,"node_1,node_2,node_4"
D006007,4,"node_1,node_2,node_4,node_5"
D006008,5,"node_3,node_4,node_5,node_7,node_8"
D006009,6,"node_10,node_3,node_4,node_5,node_7,node_8"
D006010,5,"node_3,node_4,node_5,node_7,node_8"
D006011,5,"node_3,node_4,node_5,node_7,node_8"
D006012,5,"node_3,node_4,node_5,node_7,node_8"
D006013,5,"node_3,node_4,node_5,node_7,node_8"
D006014,7,"node_10,node_3,node_4,node_5,node_7,node_8,node_9"
D006015,5,"node_3,node_4,node_5,node_7,node_8"
D006016,3,"node_4,node_7,node_9"
D006017,4,"node_2,node_3,node_4,node_7"
D006018,3,"node_4,node_6,node_7"
D006019,6,"node_1,node_10,node_3,node_4,node_5,node_7"
D006020,4,"node_3,node_4,node_5,node_7"
D006021,4,"node_3,node_4,node_5,node_7"
D006022,3,"node_1,node_2,node_4"
D006023,4,"node_3,node_4,node_5,node_7"
D006024,5,"node_10,node_2,node_4,node_7,node_8"
D006025,3,"node_10,node_3,node_4"
D006026,3,"node_1,node_2,node_4"
D006027,3,"node_3,node_4,node_8"
D006028,5,"node_2,node_3,node_4,node_7,node_8"
D006029,7,"node_10,node_2,node_3,node_4,node_5,node_7,node_8"
D006030,7,"node_10,node_2,node_3,node_4,node_5,node_7,node_8"
D006031,6,"node_1,node_10,node_3,node_4,node_5,node_7"
D006032,3,"node_1,node_2,node_4"
D006033,2,"node_4,node_5"
D006034,3,"node_4,node_7,node_8"
D006035,3,"node_2,node_4,node_8"
D006037,2,"node_4,node_7"
D006038,3,"node_4,node_7,node_9"
D006039,2,"node_2,node_8"
D006040,2,"node_6,node_9"
D006041,2,"node_2,node_8"
D006042,3,"node_3,node_6,node_8"
D006043,3,"node_3,node_6,node_8"
D006044,3,"node_3,node_6,node_8"
D006045,3,"node_3,node_6,node_8"
D006046,4,"node_10,node_2,node_4,node_6"
D006047,7,"node_10,node_2,node_4,node_5,node_6,node_7,node_9"
D006048,5,"node_10,node_2,node_4,node_6,node_7"
D006049,5,"node_10,node_2,node_4,node_6,node_7"
D006050,5,"node_10,node_2,node_4,node_6,node_7"
D006051,3,"node_3,node_4,node_7"
D006052,5,"node_10,node_3,node_4,node_7,node_9"
D006053,5,"node_1,node_10,node_3,node_5,node_6"
D006054,2,"node_2,node_8"
D006055,3,"node_4,node_7,node_9"
D006056,3,"node_1,node_6,node_7"
D006057,6,"node_1,node_2,node_3,node_4,node_5,node_7"
D006058,3,"node_2,node_3,node_8"
D006059,6,"node_10,node_2,node_3,node_5,node_6,node_8"
D006060,6,"node_10,node_2,node_3,node_5,node_6,node_8"
D006061,6,"node_10,node_2,node_3,node_5,node_6,node_8"
D006062,3,"node_1,node_4,node_6"
D006063,4,"node_1,node_4,node_5,node_6"
D006064,4,"node_1,node_4,node_5,node_6"
D006065,4,"node_1,node_4,node_5,node_6"
D006066,3,"node_1,node_2,node_8"
D006067,3,"node_3,node_4,node_9"
D006068,3,"node_10,node_2,node_5"
D006069,4,"node_2,node_3,node_5,node_9"
D006071,2,"node_2,node_8"
D006072,3,"node_4,node_7,node_8"
D006073,6,"node_1,node_3,node_4,node_5,node_7,node_8"
D006074,3,"node_1,node_10,node_4"
D006075,2,"node_2,node_4"
D006076,5,"node_10,node_2,node_3,node_4,node_9"
D006077,5,"node_10,node_2,node_3,node_4,node_9"
D006078,3,"node_1,node_2,node_9"
D006079,3,"node_2,node_8,node_9"
D006080,3,"node_1,node_2,node_8"
D006082,5,"node_3,node_4,node_5,node_6,node_7"
D006083,2,"node_2,node_3"
D006084,3,"node_10,node_4,node_7"
D006085,3,"node_10,node_4,node_7"
D006086,3,"node_2,node_3,node_9"
D006087,3,"node_10,node_4,node_7"
D006088,2,"node_10,node_2"
D006089,2,"node_10,node_2"
D006090,2,"node_10,node_2"
D006091,2,"node_10,node_2"
D006092,2,"node_10,node_2"
D006093,3,"node_10,node_2,node_3"
D006094,3,"node_10,node_2,node_3"
D006095,3,"node_10,node_2,node_3"
D006096,3,"node_4,node_5,node_9"
D006097,3,"node_1,node_5,node_6"
D006098,6,"node_1,node_2,node_3,node_7,node_8,node_9"
D006099,3,"node_2,node_3,node_4"
D006100,5,"node_2,node_3,node_5,node_6,node_9"
D006101,5,"node_2,node_3,node_4,node_5,node_7"
D006102,5,"node_2,node_3,node_7,node_8,node_9"
D006103,4,"node_3,node_5,node_8,node_9"
D006104,2,"node_2,node_3"
D006105,6,"node_2,node_3,node_4,node_5,node_8,node_9"
D006106,7,"node_1,node_2,node_3,node_4,node_7,node_8,node_9"
D006107,5,"node_1,node_2,node_7,node_8,node_9"
D006108,4,"node_10,node_3,node_4,node_6"
D006109,3,"node_2,node_4,node_8"
D006110,2,"node_2,node_8"
D006111,5,"node_1,node_3,node_6,node_8,node_9"
D006112,3,"node_3,node_4,node_7"
D006113,3,"node_1,node_10,node_6"
D006114,3,"node_1,node_5,node_6"
D006115,3,"node_1,node_10,node_6"
D006116,5,"node_1,node_10,node_2,node_5,node_6"
D006117,3,"node_4,node_6,node_9"
D006118,3,"node_4,node_8,node_9"
D006119,3,"node_1,node_10,node_7"
D006120,3,"node_1,node_6,node_9"
D006123,2,"node_2,node_4"
D006124,2,"node_2,node_4"
D006125,2,"node_2,node_4"
D006126,3,"node_2,node_6,node_9"
D006127,3,"node_2,node_6,node_9"
D006128,2,"node_7,node_9"
D006130,2,"node_2,node_3"
D006131,3,"node_1,node_10,node_4"
D006132,3,"node_1,node_2,node_8"
D006133,3,"node_1,node_10,node_4"
D006135,2,"node_2,node_8"
D006136,3,"node_1,node_2,node_4"
D006138,3,"node_4,node_7,node_8"
D006139,4,"node_4,node_5,node_7,node_8"
D006140,4,"node_4,node_5,node_7,node_8"
D006141,4,"node_1,node_2,node_3,node_6"
D006143,3,"node_4,node_7,node_9"
D006144,3,"node_4,node_7,node_8"
D006145,3,"node_4,node_7,node_9"
D006146,3,"node_4,node_7,node_9"
D006147,3,"node_4,node_8,node_9"
D006148,3,"node_1,node_2,node_4"
D006150,5,"node_2,node_4,node_6,node_8,node_9"
D006151,5,"node_1,node_4,node_6,node_8,node_9"
D006152,5,"node_2,node_4,node_6,node_8,node_9"
D006153,5,"node_2,node_4,node_6,node_8,node_9"
D006154,6,"node_2,node_3,node_4,node_6,node_8,node_9"
D006155,6,"node_2,node_3,node_4,node_6,node_8,node_9"
D006156,6,"node_2,node_3,node_4,node_6,node_8,node_9"
D006157,5,"node_2,node_4,node_6,node_8,node_9"
D006158,5,"node_2,node_4,node_6,node_8,node_9"
D006159,5,"node_2,node_4,node_6,node_8,node_9"
D006160,5,"node_2,node_4,node_6,node_8,node_9"
D006162,4,"node_1,node_2,node_4,node_5"
D006163,3,"node_1,node_2,node_4"
D006164,4,"node_10,node_4,node_7,node_8"
D006165,5,"node_2,node_4,node_6,node_8,node_9"
D006166,3,"node_1,node_5,node_6"
D006167,3,"node_4,node_6,node_9"
D006168,2,"node_2,node_8"
D006169,3,"node_1,node_4,node_6"
D006170,6,"node_1,node_10,node_3,node_4,node_7,node_8"
D006171,6,"node_10,node_4,node_5,node_7,node_8,node_9"
D006172,3,"node_1,node_5,node_6"
D006173,5,"node_3,node_4,node_5,node_7,node_9"
D006175,4,"node_2,node_3,node_8,node_9"
D006176,3,"node_1,node_7,node_8"
D006177,3,"node_2,node_3,node_6"
D006178,3,"node_10,node_3,node_4"
D006179,3,"node_1,node_4,node_8"
D006180,4,"node_1,node_2,node_4,node_5"
D006181,3,"node_3,node_6,node_7"
D006182,2,"node_4,node_8"
D006183,2,"node_4,node_8"
D006184,3,"node_1,node_6,node_9"
D006185,5,"node_10,node_3,node_6,node_7,node_8"
D006188,1,node_3
D006189,2,"node_2,node_8"
D006190,3,"node_10,node_2,node_5"
D006191,3,"node_10,node_2,node_5"
D006192,2,"node_3,node_5"
D006193,3,"node_10,node_2,node_5"
D006194,3,"node_10,node_2,node_3"
D006195,4,"node_10,node_2,node_4,node_6"
D006196,2,"node_2,node_8"
D006197,3,"node_1,node_2,node_3"
D006198,7,"node_1,node_2,node_3,node_4,node_5,node_7,node_8"
D006199,7,"node_1,node_2,node_3,node_4,node_5,node_7,node_8"
D006200,4,"node_4,node_5,node_7,node_8"
D006201,3,"node_2,node_3,node_6"
D006202,2,"node_1,node_4"
D006203,2,"node_1,node_4"
D006204,3,"node_3,node_5,node_7"
D006205,4,"node_1,node_2,node_5,node_6"
D006206,3,"node_3,node_4,node_9"
D006207,3,"node_3,node_4,node_7"
D006208,3,"node_10,node_6,node_7"
D006209,2,"node_2,node_3"
D006210,5,"node_1,node_10,node_3,node_5,node_6"
D006211,5,"node_10,node_2,node_3,node_5,node_8"
D006212,6,"node_10,node_2,node_3,node_4,node_6,node_9"
D006213,3,"node_1,node_10,node_4"
D006214,3,"node_1,node_5,node_7"
D006215,3,"node_3,node_4,node_5"
D006216,3,"node_2,node_7,node_9"
D006217,3,"node_2,node_7,node_9"
D006218,3,"node_4,node_7,node_9"
D006219,3,"node_10,node_4,node_6"
D006220,3,"node_2,node_4,node_7"
D006221,3,"node_4,node_7,node_8"
D006222,3,"node_3,node_4,node_6"
D006223,6,"node_1,node_3,node_4,node_5,node_6,node_8"
D006224,2,"node_2,node_8"
D006225,3,"node_1,node_5,node_7"
D006226,3,"node_3,node_5,node_6"
D006227,3,"node_3,node_5,node_6"
D006228,4,"node_10,node_3,node_5,node_6"
D006229,3,"node_2,node_3,node_6"
D006230,2,"node_3,node_5"
D006232,2,"node_10,node_3"
D006233,3,"node_10,node_3,node_5"
D006234,2,"node_6,node_9"
D006235,2,"node_4,node_6"
D006236,2,"node_2,node_9"
D006238,2,"node_7,node_8"
D006239,2,"node_7,node_9"
D006240,3,"node_4,node_6,node_9"
D006241,2,"node_4,node_8"
D006242,4,"node_3,node_4,node_5,node_7"
D006243,2,"node_1,node_9"
D006244,3,"node_3,node_4,node_7"
D006245,3,"node_5,node_6,node_7"
D006246,4,"node_4,node_5,node_8,node_9"
D006247,4,"node_4,node_5,node_8,node_9"
D006248,4,"node_4,node_5,node_8,node_9"
D006249,3,"node_2,node_7,node_8"
D006250,7,"node_10,node_2,node_3,node_4,node_5,node_7,node_8"
D006251,4,"node_1,node_2,node_3,node_8"
D006252,3,"node_4,node_6,node_9"
D006253,3,"node_1,node_5,node_6"
D006254,5,"node_1,node_2,node_3,node_5,node_6"
D006255,4,"node_3,node_5,node_8,node_9"
D006256,5,"node_1,node_2,node_4,node_6,node_7"
D006257,3,"node_1,node_6,node_7"
D006258,3,"node_3,node_4,node_8"
D006259,4,"node_10,node_3,node_5,node_9"
D006260,5,"node_1,node_10,node_5,node_7,node_8"
D006261,5,"node_10,node_2,node_3,node_6,node_7"
D006262,3,"node_1,node_4,node_6"
D006264,5,"node_1,node_2,node_3,node_4,node_8"
D006265,2,"node_3,node_4"
D006266,6,"node_1,node_2,node_4,node_5,node_7,node_8"
D006267,7,"node_1,node_2,node_4,node_5,node_6,node_7,node_8"
D006268,2,"node_2,node_4"
D006269,2,"node_2,node_4"
D006270,5,"node_10,node_2,node_3,node_4,node_6"
D006271,4,"node_2,node_4,node_5,node_8"
D006272,4,"node_2,node_4,node_5,node_8"
D006273,2,"node_2,node_4"
D006274,2,"node_2,node_4"
D006275,2,"node_3,node_4"
D006276,4,"node_2,node_4,node_5,node_8"
D006277,6,"node_1,node_2,node_4,node_5,node_7,node_8"
D006278,4,"node_2,node_3,node_4,node_6"
D006279,3,"node_2,node_3,node_4"
D006280,5,"node_2,node_3,node_4,node_5,node_8"
D006281,3,"node_1,node_6,node_8"
D006282,5,"node_10,node_2,node_3,node_4,node_6"
D006283,5,"node_1,node_10,node_2,node_4,node_8"
D006284,2,"node_3,node_4"
D006285,3,"node_3,node_4,node_6"
D006286,2,"node_3,node_4"
D006287,2,"node_3,node_4"
D006288,2,"node_3,node_4"
D006289,3,"node_2,node_3,node_4"
D006290,2,"node_3,node_4"
D006291,5,"node_2,node_3,node_4,node_5,node_9"
D006292,4,"node_3,node_4,node_5,node_8"
D006293,6,"node_1,node_2,node_4,node_5,node_7,node_8"
D006294,2,"node_2,node_4"
D006295,4,"node_3,node_4,node_5,node_8"
D006296,3,"node_2,node_4,node_5"
D006297,4,"node_3,node_4,node_5,node_8"
D006298,4,"node_1,node_10,node_4,node_8"
D006299,3,"node_2,node_4,node_5"
D006300,4,"node_2,node_4,node_5,node_8"
D006301,4,"node_3,node_4,node_5,node_8"
D006302,5,"node_10,node_3,node_4,node_5,node_8"
D006303,3,"node_2,node_4,node_5"
D006304,6,"node_1,node_2,node_4,node_5,node_6,node_9"
D006305,5,"node_10,node_3,node_4,node_5,node_6"
D006306,5,"node_10,node_3,node_4,node_5,node_6"
D006307,2,"node_3,node_4"
D006308,2,"node_3,node_4"
D006309,6,"node_10,node_2,node_3,node_6,node_7,node_9"
D006310,3,"node_5,node_7,node_8"
D006311,6,"node_10,node_2,node_3,node_4,node_7,node_9"
D006312,6,"node_10,node_2,node_3,node_4,node_7,node_9"
D006313,7,"node_10,node_2,node_3,node_4,node_5,node_7,node_9"
D006314,6,"node_10,node_2,node_3,node_4,node_7,node_9"
D006315,8,"node_1,node_10,node_2,node_3,node_4,node_6,node_7,node_9"
D006316,6,"node_10,node_2,node_3,node_4,node_7,node_9"
D006317,6,"node_10,node_2,node_3,node_4,node_7,node_9"
D006319,6,"node_10,node_2,node_3,node_4,node_7,node_9"
D006320,3,"node_10,node_2,node_5"
D006321,3,"node_1,node_3,node_6"
D006322,3,"node_1,node_3,node_9"
D006323,2,"node_3,node_9"
D006324,2,"node_3,node_5"
D006325,3,"node_1,node_3,node_6"
D006326,3,"node_10,node_2,node_5"
D006327,3,"node_2,node_3,node_9"
D006328,6,"node_10,node_2,node_3,node_5,node_6,node_7"
D006329,3,"node_1,node_3,node_6"
D006330,5,"node_3,node_5,node_6,node_7,node_9"
D006331,2,"node_3,node_9"
D006332,4,"node_1,node_2,node_3,node_9"
D006333,2,"node_3,node_9"
D006334,3,"node_10,node_2,node_5"
D006335,3,"node_3,node_5,node_7"
D006336,3,"node_3,node_4,node_5"
D006337,2,"node_2,node_3"
D006338,4,"node_3,node_4,node_8,node_9"
D006339,6,"node_1,node_10,node_2,node_5,node_7,node_9"
D006340,3,"node_1,node_7,node_9"
D006341,2,"node_3,node_9"
D006342,2,"node_3,node_9"
D006343,5,"node_3,node_5,node_6,node_7,node_9"
D006344,5,"node_3,node_5,node_6,node_7,node_9"
D006345,5,"node_3,node_5,node_6,node_7,node_9"
D006346,3,"node_1,node_3,node_6"
D006347,3,"node_1,node_7,node_9"
D006348,2,"node_3,node_5"
D006349,2,"node_3,node_9"
D006350,3,"node_10,node_5,node_8"
D006351,3,"node_1,node_3,node_6"
D006352,3,"node_1,node_3,node_6"
D006353,3,"node_10,node_5,node_8"
D006354,3,"node_10,node_5,node_8"
D006355,2,"node_5,node_8"
D006356,2,"node_2,node_3"
D006357,5,"node_1,node_2,node_3,node_5,node_9"
D006358,6,"node_3,node_4,node_5,node_6,node_7,node_8"
D006359,3,"node_3,node_5,node_6"
D006360,2,"node_4,node_5"
D006361,3,"node_4,node_5,node_6"
D006362,4,"node_3,node_4,node_6,node_9"
D006363,3,"node_1,node_10,node_6"
D006364,2,"node_2,node_8"
D006365,3,"node_1,node_5,node_7"
D006366,4,"node_1,node_2,node_6,node_7"
D006367,3,"node_1,node_4,node_7"
D006368,3,"node_2,node_4,node_8"
D006369,2,"node_2,node_8"
D006370,3,"node_3,node_5,node_6"
D006371,4,"node_10,node_3,node_4,node_6"
D006372,2,"node_2,node_8"
D006373,1,node_3
D006374,2,"node_1,node_3"
D006375,3,"node_2,node_3,node_8"
D006376,2,"node_2,node_8"
D006377,4,"node_1,node_2,node_7,node_9"
D006378,3,"node_1,node_2,node_5"
D006379,3,"node_1,node_6,node_9"
D006380,5,"node_10,node_3,node_6,node_8,node_9"
D006381,5,"node_1,node_4,node_5,node_8,node_9"
D006382,3,"node_6,node_7,node_8"
D006383,6,"node_10,node_2,node_5,node_6,node_7,node_9"
D006384,4,"node_10,node_2,node_4,node_7"
D006385,6,"node_10,node_2,node_5,node_6,node_7,node_9"
D006386,6,"node_10,node_2,node_5,node_6,node_7,node_9"
D006387,4,"node_10,node_4,node_7,node_8"
D006388,3,"node_1,node_10,node_4"
D006389,3,"node_4,node_5,node_8"
D006390,3,"node_3,node_4,node_7"
D006391,3,"node_3,node_4,node_7"
D006392,6,"node_1,node_10,node_3,node_4,node_5,node_7"
D006393,3,"node_3,node_4,node_7"
D006394,3,"node_3,node_4,node_7"
D006395,4,"node_2,node_3,node_5,node_8"
D006396,4,"node_2,node_3,node_6,node_7"
D006397,3,"node_1,node_10,node_4"
D006398,4,"node_10,node_2,node_3,node_9"
D006399,4,"node_2,node_3,node_8,node_9"
D006400,8,"node_1,node_10,node_2,node_5,node_6,node_7,node_8,node_9"
D006401,3,"node_1,node_10,node_4"
D006402,2,"node_3,node_4"
D006403,5,"node_10,node_2,node_5,node_6,node_9"
D006405,3,"node_1,node_7,node_8"
D006406,2,"node_2,node_3"
D006407,6,"node_1,node_10,node_2,node_3,node_5,node_9"
D006408,6,"node_1,node_10,node_2,node_3,node_5,node_9"
D006409,4,"node_2,node_3,node_8,node_9"
D006410,5,"node_1,node_4,node_6,node_7,node_8"
D006411,5,"node_1,node_4,node_6,node_7,node_8"
D006412,4,"node_1,node_3,node_7,node_8"
D006413,2,"node_1,node_8"
D006414,3,"node_3,node_5,node_6"
D006415,4,"node_4,node_7,node_8,node_9"
D006416,4,"node_4,node_7,node_8,node_9"
D006417,5,"node_10,node_2,node_3,node_5,node_8"
D006418,4,"node_4,node_7,node_8,node_9"
D006419,3,"node_1,node_2,node_4"
D006420,2,"node_4,node_5"
D006422,2,"node_4,node_5"
D006423,6,"node_1,node_10,node_2,node_3,node_4,node_5"
D006424,2,"node_1,node_6"
D006425,3,"node_2,node_3,node_4"
D006426,4,"node_10,node_2,node_4,node_7"
D006427,4,"node_4,node_7,node_8,node_9"
D006428,2,"node_5,node_6"
D006429,4,"node_10,node_2,node_3,node_4"
D006430,2,"node_2,node_8"
D006431,2,"node_2,node_3"
D006432,5,"node_3,node_4,node_5,node_7,node_8"
D006433,4,"node_4,node_5,node_7,node_8"
D006434,3,"node_1,node_2,node_7"
D006435,4,"node_3,node_5,node_7,node_8"
D006436,2,"node_2,node_4"
D006437,6,"node_2,node_3,node_4,node_5,node_7,node_8"
D006438,3,"node_3,node_5,node_9"
D006439,3,"node_1,node_7,node_9"
D006440,3,"node_3,node_5,node_8"
D006441,2,"node_4,node_5"
D006442,5,"node_3,node_4,node_5,node_7,node_8"
D006443,2,"node_4,node_5"
D006444,2,"node_4,node_5"
D006445,4,"node_3,node_4,node_5,node_8"
D006446,2,"node_4,node_5"
D006447,2,"node_4,node_5"
D006448,2,"node_4,node_5"
D006449,2,"node_4,node_5"
D006450,4,"node_3,node_4,node_5,node_8"
D006451,2,"node_4,node_5"
D006452,5,"node_10,node_2,node_5,node_6,node_9"
D006453,4,"node_3,node_4,node_5,node_8"
D006454,2,"node_4,node_5"
D006455,2,"node_4,node_5"
D006456,5,"node_10,node_2,node_3,node_5,node_8"
D006457,2,"node_3,node_4"
D006458,2,"node_1,node_9"
D006459,2,"node_6,node_7"
D006460,2,"node_4,node_5"
D006461,4,"node_2,node_3,node_4,node_7"
D006462,6,"node_10,node_2,node_5,node_6,node_7,node_9"
D006463,6,"node_10,node_2,node_3,node_4,node_5,node_8"
D006464,4,"node_3,node_5,node_7,node_8"
D006465,4,"node_10,node_2,node_3,node_6"
D006466,4,"node_3,node_4,node_5,node_7"
D006467,4,"node_3,node_4,node_5,node_8"
D006468,4,"node_2,node_3,node_6,node_8"
D006469,4,"node_2,node_3,node_4,node_8"
D006470,2,"node_2,node_3"
D006471,4,"node_2,node_3,node_6,node_7"
D006472,4,"node_2,node_3,node_4,node_7"
D006473,3,"node_2,node_3,node_8"
D006474,2,"node_3,node_4"
D006475,5,"node_3,node_4,node_5,node_7,node_9"
D006476,3,"node_1,node_2,node_3"
D006477,3,"node_1,node_2,node_3"
D006478,2,"node_10,node_3"
D006479,3,"node_10,node_3,node_9"
D006480,2,"node_10,node_3"
D006481,3,"node_10,node_3,node_9"
D006482,2,"node_10,node_3"
D006483,4,"node_1,node_2,node_3,node_5"
D006484,4,"node_1,node_3,node_6,node_7"
D006485,2,"node_4,node_5"
D006486,3,"node_3,node_4,node_7"
D006487,3,"node_1,node_7,node_8"
D006488,3,"node_10,node_3,node_5"
D006489,3,"node_10,node_3,node_5"
D006490,3,"node_1,node_10,node_4"
D006491,4,"node_2,node_3,node_6,node_8"
D006492,2,"node_4,node_7"
D006493,3,"node_10,node_3,node_4"
D006494,3,"node_1,node_10,node_4"
D006495,3,"node_10,node_3,node_4"
D006496,3,"node_10,node_3,node_4"
D006497,3,"node_10,node_3,node_4"
D006498,2,"node_2,node_5"
D006499,3,"node_1,node_3,node_6"
D006500,3,"node_1,node_5,node_9"
D006501,7,"node_10,node_3,node_4,node_5,node_6,node_7,node_8"
D006502,4,"node_1,node_3,node_6,node_8"
D006503,3,"node_1,node_3,node_6"
D006504,4,"node_1,node_3,node_6,node_8"
D006505,3,"node_3,node_6,node_8"
D006506,4,"node_10,node_3,node_6,node_8"
D006507,4,"node_1,node_2,node_3,node_6"
D006508,2,"node_4,node_5"
D006509,5,"node_10,node_2,node_3,node_6,node_8"
D006510,2,"node_4,node_5"
D006511,3,"node_4,node_5,node_8"
D006512,3,"node_4,node_5,node_8"
D006513,3,"node_4,node_5,node_8"
D006514,3,"node_4,node_5,node_8"
D006515,4,"node_1,node_2,node_3,node_6"
D006516,4,"node_1,node_2,node_3,node_6"
D006517,4,"node_1,node_2,node_3,node_6"
D006518,3,"node_1,node_2,node_6"
D006519,5,"node_10,node_3,node_4,node_6,node_8"
D006520,4,"node_1,node_3,node_6,node_8"
D006521,4,"node_2,node_3,node_6,node_8"
D006522,6,"node_1,node_10,node_3,node_5,node_6,node_8"
D006524,5,"node_1,node_10,node_3,node_6,node_8"
D006525,4,"node_10,node_3,node_6,node_8"
D006526,5,"node_10,node_2,node_3,node_6,node_8"
D006527,8,"node_10,node_2,node_3,node_4,node_5,node_6,node_7,node_8"
D006528,5,"node_3,node_4,node_6,node_7,node_8"
D006529,5,"node_1,node_2,node_3,node_6,node_8"
D006530,6,"node_10,node_2,node_3,node_5,node_6,node_8"
D006531,4,"node_10,node_4,node_7,node_8"
D006533,3,"node_4,node_7,node_8"
D006534,3,"node_4,node_7,node_8"
D006535,4,"node_10,node_4,node_6,node_7"
D006536,3,"node_4,node_7,node_8"
D006537,2,"node_4,node_9"
D006538,2,"node_4,node_9"
D006539,2,"node_3,node_4"
D006540,3,"node_1,node_2,node_4"
D006547,3,"node_1,node_2,node_3"
D006548,3,"node_1,node_2,node_3"
D006549,4,"node_1,node_2,node_3,node_5"
D006550,3,"node_1,node_2,node_3"
D006551,3,"node_1,node_2,node_3"
D006552,3,"node_1,node_2,node_3"
D006553,3,"node_1,node_2,node_3"
D006554,5,"node_1,node_2,node_3,node_5,node_9"
D006555,3,"node_1,node_2,node_3"
D006556,6,"node_1,node_10,node_3,node_4,node_6,node_8"
D006557,2,"node_10,node_3"
D006558,5,"node_10,node_2,node_3,node_8,node_9"
D006559,4,"node_2,node_3,node_6,node_8"
D006560,6,"node_10,node_2,node_3,node_4,node_6,node_7"
D006561,4,"node_10,node_2,node_3,node_6"
D006562,2,"node_10,node_3"
D006563,5,"node_1,node_10,node_3,node_5,node_8"
D006564,3,"node_1,node_2,node_3"
D006566,2,"node_10,node_3"
D006567,4,"node_1,node_2,node_3,node_8"
D006568,3,"node_1,node_2,node_3"
D006569,5,"node_3,node_4,node_7,node_8,node_9"
D006570,5,"node_1,node_4,node_5,node_6,node_7"
D006571,3,"node_3,node_4,node_8"
D006572,2,"node_4,node_8"
D006573,3,"node_4,node_7,node_8"
D006574,3,"node_4,node_8,node_9"
D006575,3,"node_4,node_8,node_9"
D006576,3,"node_4,node_8,node_9"
D006577,3,"node_10,node_4,node_8"
D006578,2,"node_2,node_8"
D006579,2,"node_7,node_9"
D006580,7,"node_10,node_2,node_3,node_4,node_5,node_6,node_9"
D006581,3,"node_4,node_7,node_8"
D006582,3,"node_4,node_7,node_8"
D006583,6,"node_1,node_10,node_4,node_5,node_7,node_9"
D006584,4,"node_10,node_2,node_4,node_7"
D006585,3,"node_4,node_7,node_8"
D006586,3,"node_4,node_7,node_8"
D006588,3,"node_2,node_4,node_7"
D006589,3,"node_4,node_7,node_8"
D006590,3,"node_4,node_7,node_8"
D006591,3,"node_4,node_7,node_8"
D006592,4,"node_4,node_7,node_8,node_9"
D006593,3,"node_1,node_2,node_4"
D006594,3,"node_10,node_4,node_7"
D006595,2,"node_3,node_4"
D006596,3,"node_1,node_2,node_4"
D006597,3,"node_1,node_2,node_4"
D006598,2,"node_3,node_4"
D006599,3,"node_1,node_2,node_4"
D006600,2,"node_3,node_4"
D006601,2,"node_3,node_4"
D006602,3,"node_1,node_2,node_4"
D006603,5,"node_1,node_3,node_4,node_7,node_9"
D006604,3,"node_4,node_7,node_8"
D006605,5,"node_1,node_10,node_7,node_8,node_9"
D006606,2,"node_2,node_3"
D006607,3,"node_3,node_4,node_7"
D006608,2,"node_2,node_9"
D006609,2,"node_4,node_5"
D006610,3,"node_10,node_3,node_5"
D006611,4,"node_10,node_3,node_5,node_9"
D006612,4,"node_10,node_3,node_5,node_9"
D006613,5,"node_10,node_3,node_6,node_7,node_8"
D006614,3,"node_1,node_4,node_9"
D006615,3,"node_1,node_5,node_7"
D006616,4,"node_3,node_5,node_8,node_9"
D006617,5,"node_3,node_5,node_6,node_7,node_8"
D006618,4,"node_10,node_3,node_5,node_6"
D006619,3,"node_1,node_3,node_5"
D006620,5,"node_2,node_3,node_5,node_7,node_9"
D006621,3,"node_1,node_2,node_8"
